Ano de lancamento,Classificacao,Genero,Nome,Plataforma
2013.0,99,10,The Walking Dead: Season One,22
2007.0,3,5,Konami Classics Series: Arcade Hits,3
2010.0,1,6,Aliens vs Predator,14
2016.0,2,8,RIGS: Mechanized Combat League,9
2001.0,2,6,Dragon Rage,6
1999.0,99,0,NCAA Final Four 2000,12
2011.0,99,8,Sengoku Basara 3 Utage,5
2006.0,0,6,Platypus,16
1997.0,99,3,Breath of Fire III,12
1997.0,99,6,Hexen: Beyond Heretic,12
1981.0,99,8,Front Line,15
2006.0,99,5,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,8
2011.0,99,5,Taiko no Tatsujin Wii: Ketteiban,0
0.0,99,8,Happy Feet Two,4
1997.0,99,1,Tomba!,12
2016.0,99,10,Agatha Christie's The ABC Murders,17
2002.0,2,6,Turok: Evolution,8
2012.0,99,8,Root Double: Before Crime After Days,4
2005.0,1,9,Mortal Kombat: Deception,19
2014.0,99,11,Nobunaga no Yabou: Souzou,9
2001.0,99,9,Capcom vs. SNK: Millennium Fight 2000 Pro,21
2014.0,1,8,Middle-Earth: Shadow of Mordor,17
2010.0,0,0,Brunswick Cosmic Bowling,0
2014.0,99,10,The Walking Dead: Season One,17
2016.0,99,9,One Piece: Daikaizoku Coliseum,10
2015.0,2,10,Back to the Future: The Game,17
2011.0,99,8,Sengoku Musou 3: Moushouden ,0
2007.0,2,3,Lost Odyssey,4
2009.0,99,8,Transformers: Revenge of the Fallen (Wii & PS2 Version),3
2007.0,99,0,Pro Evolution Soccer 2008 (JP sales),3
2008.0,99,0,AMF Bowling Pinbusters!,3
2005.0,99,1,SpongeBob SquarePants: Double Pack,8
2000.0,99,3,Yu-Gi-Oh! Monster Capture GB,2
2001.0,0,0,SSX Tricky,6
1999.0,99,2,Sports Car GT,12
2007.0,2,6,Spy Games: Elevator Mission,0
2003.0,0,5,EyeToy Play,6
2014.0,1,8,The Evil Within,14
2006.0,99,0,Sega Golf Club: Miyazato San Kyoudai Naizou,5
2010.0,99,0,World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,6
2008.0,2,2,FlatOut: Ultimate Carnage,14
2011.0,0,5,Twister Mania,4
2009.0,2,10,"Murder, She Wrote",14
2012.0,2,8,WWE '13,5
2009.0,0,1,Cloudy With a Chance of Meatballs,5
2015.0,99,3,Yoru no Nai Kuni,9
2014.0,99,3,Ar Nosurge: Ode to an Unborn Star,22
2016.0,99,7,Story of Seasons: Good Friends of the Three Villages,10
2008.0,2,9,FaceBreaker,4
0.0,99,5,National Geographic Challenge!,4
2015.0,2,8,God Eater Resurrection,9
2008.0,99,10,428: Fuusa Sareta Shibuya de,0
1995.0,99,5,Victory Zone,12
2007.0,0,0,College Hoops 2K7,5
2003.0,99,5,Exhibition Volume 02,13
1995.0,99,0,NBA Jam Tournament Edition,12
2002.0,0,0,MLB SlugFest 20-03,13
2009.0,99,9,Melty Blood: Actress Again,6
2011.0,99,0,Winter Sports 2011,5
2009.0,2,6,Raven Squad: Operation Hidden Dagger,4
2012.0,0,8,Epic Mickey 2: The Power of Two,4
2011.0,99,5,Loving Life with Hello Kitty & Friends,3
2015.0,99,10,Kiniro no Corda 3,10
2014.0,3,3,Atelier Shallie: Alchemists of the Dusk Sea,5
2009.0,0,7,Littlest Pet Shop: Country Friends,3
2015.0,2,5,Guitar Hero Live,18
2003.0,99,1,Garfield: The Search for Pooky,8
2008.0,99,10,CSI: Hard Evidence,0
2010.0,2,5,Green Day: Rock Band,0
2002.0,2,8,NightCaster,13
2008.0,2,5,AC/DC LIVE: Rock Band Track Pack,6
2002.0,0,0,Sega Soccer Slam,19
2012.0,99,2,Sonic & All-Stars Racing Transformed,22
2003.0,0,10,Pokemon Channel,19
2005.0,2,11,Suikoden Tactics,6
2003.0,0,1,Superman: Countdown to Apokolips,8
2015.0,99,10,To Heart 2: Dungeon Travelers,22
2011.0,2,11,Sengoku,14
2001.0,2,1,Oddworld: Munch's Oddysee,13
1999.0,99,8,Rampage 2: Universal Tour,11
2007.0,2,8,The Simpsons Game,16
2013.0,99,10,Toaru Majutsu no Kagaku no Ensemble,16
1996.0,99,6,Die Hard Trilogy,12
2011.0,2,3,Unchained Blades ,16
2008.0,0,0,AMF Bowling World Lanes,0
2016.0,99,8,Toukiden 2,9
2002.0,0,4,ZooCube,19
2012.0,99,8,Medalot 7,10
2002.0,2,9,Legends of Wrestling II,6
2003.0,0,1,Spy Kids 3-D: Game Over,8
2007.0,3,9,Draglade,3
2008.0,99,7,Euro Truck Simulator,14
2007.0,0,0,MLB 07: The Show,6
2007.0,2,7,Warhawk,5
1999.0,99,9,Fighter Destiny 2,11
2006.0,3,2,Midnight Club 3: DUB Edition Remix,6
2008.0,2,6,Mercenaries 2: World in Flames,4
1987.0,99,6,Defender II,15
2007.0,0,0,Winter Sports: The Ultimate Challenge,0
2015.0,0,7,Animal Crossing: Happy Home Designer,10
1998.0,99,6,Centipede,12
2002.0,0,2,Shox,6
2011.0,0,2,Ben 10 Galactic Racing,5
2007.0,1,8,Resident Evil 4,14
1996.0,99,8,Fade to Black,12
1996.0,99,2,Mario Kart 64,11
2014.0,99,8,Sumikko Gurashi: Koko ga Ochitsukundesu,10
2012.0,2,8,Marvel Avengers: Battle for Earth,4
2010.0,1,6,Dementium II,3
2009.0,0,7,Imagine: Zookeeper,3
2009.0,3,8,Ben 10 Alien Force: Vilgax Attacks,0
2007.0,0,5,Interactive Storybook DS Series 1,3
2011.0,2,11,Tom Clancy's Ghost Recon: Shadow Wars,10
2009.0,0,4,USA Today Puzzle Craze,3
2007.0,0,0,Tiger Woods PGA Tour 08,0
2009.0,0,0,Virtua Tennis 2009,0
2012.0,2,8,Transformers: Fall of Cybertron,14
2011.0,1,10,Alice: Madness Returns,4
2015.0,1,6,Tom Clancy's Rainbow Six: Siege,17
2007.0,99,3,Ikki Tousen: Shining Dragon,6
2005.0,99,3,Shonen Jump's Shaman King: Master of Spirits 2,8
2001.0,99,2,The Land Before Time: Great Valley Racing Adventure,12
2014.0,2,7,Tropico 5,14
2009.0,0,10,Jonas,3
2002.0,0,8,The Scorpion King: Sword of Osiris,8
2013.0,3,1,Putty Squad,22
2007.0,0,4,Zendoku,3
2011.0,3,5,Just Dance 3,0
2013.0,1,6,The Bureau: XCOM Declassified,14
2001.0,0,1,Disney's Tarzan Untamed,6
2006.0,2,8,Tomb Raider: Legend,4
2003.0,0,0,ESPN NHL Hockey,6
2005.0,99,0,FIFA 06 Soccer,19
2009.0,0,7,Style Lab: Jewelry Design,3
2009.0,0,4,4 Elements,14
2006.0,2,9,Naruto: Ultimate Ninja Heroes,16
2005.0,99,8,Hello Kitty: Roller Rescue,14
2001.0,0,2,LEGO Racers 2,6
2012.0,2,9,SoulCalibur V,5
1997.0,2,3,Final Fantasy Tactics,12
2006.0,2,6,Tom Clancy's Ghost Recon Advanced Warfighter,13
2008.0,2,8,Tomb Raider: Underworld,4
2016.0,99,10,Storm Lover 2nd V,22
2011.0,99,0,Jikkyou Powerful Pro Yakyuu 2011,16
2003.0,1,8,True Crime: Streets of LA,19
2012.0,99,8,Farming Simulator 2012,10
2011.0,99,10,Ace Attorney Investigations 2,3
1999.0,0,0,Surf Riders,12
2005.0,0,0,MLB,16
2014.0,2,6,Cabela's Big Game Hunter: Pro Hunts,18
2003.0,99,0,Winning Post 6,6
2010.0,0,4,Pictionary,0
2012.0,2,3,Final Fantasy III,16
2006.0,0,0,Tiger Woods PGA Tour 07,13
2002.0,2,2,Quantum Redshift,13
2002.0,2,9,Rocky,13
2016.0,1,10,Here They Lie,9
2009.0,3,7,Monster Mayhem: Build and Battle,0
2015.0,0,2,Project CARS,17
2009.0,99,2,Burnout Paradise: The Ultimate Box,4
2010.0,0,4,Hidden Mysteries: Buckingham Palace,3
2005.0,2,8,Star Wars Episode III: Revenge of the Sith,6
1997.0,99,3,Medarot: Kabuto / Kuwagata Version,2
2006.0,99,8,The Grim Adventures of Billy & Mandy,19
2007.0,2,5,Scene It? Lights Camera Action,4
2000.0,99,4,Kirby Tilt 'n' Tumble,2
2015.0,0,3,Pokemon Super Mystery Dungeon,10
1999.0,99,9,The King of Fighters: Dream Match 1999,21
2010.0,2,8,Prince of Persia: The Forgotten Sands,14
2008.0,1,6,Call of Duty: World at War,5
2005.0,0,0,SSX On Tour,19
2006.0,99,10,Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,16
2016.0,99,10,Batman: A Telltale Game Series,9
2011.0,99,8,Zombi Daisuki,3
2010.0,2,0,Cabela's Dangerous Hunts 2011,3
2011.0,0,5,thinkSMART: Chess for Kids,3
1997.0,99,3,Doukyuusei 2,23
2007.0,99,2,Race Driver: Create & Race,3
2014.0,3,2,Forza Horizon 2,17
2010.0,99,0,Let's Play Ballerina,3
2009.0,0,0,Pro Evolution Soccer 2010,0
1997.0,99,8,Grand Theft Auto,12
2007.0,99,10,"Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere",6
1998.0,99,2,Rally Cross 2,12
1994.0,99,1,Clockwork Knight,23
2009.0,99,5,Fifi and the Flowertots,3
2001.0,99,2,NickToons: Racing,12
2010.0,99,5,Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,3
2007.0,3,8,Harry Potter and the Order of the Phoenix,6
2011.0,2,2,DiRT 3,4
2010.0,0,4,Ivy the Kiwi?,0
2002.0,0,4,Tetris Worlds,6
2006.0,99,10,Otometeki Koi Kakumei * Love Revo,6
2000.0,99,1,Donkey Kong Country,2
2002.0,2,6,The Sum of All Fears,8
2003.0,0,8,Bionicle,6
2005.0,2,8,Advent Rising,13
2006.0,0,0,MLB 06: The Show,6
2011.0,1,8,Shadows of the Damned,4
2004.0,0,0,NBA Live 2005,6
2011.0,1,3,The Elder Scrolls V: Skyrim,14
2016.0,99,8,Super Battle For Money Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,10
1995.0,99,0,Slam 'n Jam '96 featuring Magic & Kareem,12
2011.0,99,10,The ICO & Shadow of the Colossus Collection,5
2006.0,99,8,Rengoku II: The Stairway to H.E.A.V.E.N. (jp sales),16
2002.0,99,5,Jissen Pachi-Slot Hisshouhou! Aladdin A,6
2005.0,2,9,WWE Day of Reckoning 2,19
2013.0,99,10,Toki no Kizuna: Hanayui Tsuzuri,16
2006.0,0,1,SpongeBob SquarePants: Creature from the Krusty Krab,19
2000.0,99,3,Dragon Warrior III,2
2009.0,1,3,Demon's Souls,5
2003.0,1,6,Mace Griffin: Bounty Hunter,6
1999.0,99,8,Die Hard Trilogy 2: Viva Las Vegas,12
2003.0,2,11,Goblin Commander: Unleash the Horde,6
2014.0,3,8,Lego Batman 3: Beyond Gotham,14
1999.0,99,0,Ready 2 Rumble Boxing,11
2009.0,1,8,Afro Samurai,5
2001.0,99,5,Exhibition,13
2007.0,0,8,Ratatouille,4
2012.0,99,0,Mario & Sonic at the London 2012 Olympic Games,10
2008.0,1,6,Call of Duty: World at War,14
2002.0,0,1,Jimmy Neutron: Boy Genius,19
1995.0,99,4,Bubble Bobble also featuring Rainbow Islands,12
2011.0,6,8,Nickelodeon Team Umizoomi,3
2011.0,2,3,Final Fantasy XIII-2,5
2012.0,0,8,NCAA Football 13,5
2007.0,99,7,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,0
2006.0,2,7,Over G Fighters,4
2008.0,99,8,San-X Character Channel: All-Star Daishuugou!,3
1997.0,99,10,Real Sound: Kaze no Riguretto,23
2008.0,1,3,The Last Remnant,4
2010.0,1,6,Medal of Honor,4
2014.0,99,3,Makai Shin Trillion,22
2010.0,3,8,Spider-Man: Shattered Dimensions,3
2011.0,99,8,Meikyuu Cross Blood: Reloaded,4
2001.0,99,0,The Putter Golf,12
2008.0,0,0,Major League Baseball 2K8,5
1993.0,99,0,Virtual Soccer,7
1999.0,99,3,Final Fantasy Collection,12
2002.0,0,10,Dora the Explorer: The Search for Pirate Pig's Treasure,8
2016.0,1,8,Prison Architect,9
2002.0,0,0,Disney Sports Skateboarding,8
2008.0,1,10,Alone in the Dark,14
1999.0,99,8,Expendable,12
2014.0,99,5,Uta Kumi 575,22
2001.0,2,8,Azurik: Rise of Perathia,13
1998.0,99,3,Slayers Royal 2,23
2004.0,2,6,Battlefield Vietnam,14
2001.0,2,2,The Simpsons: Road Rage,19
2014.0,3,10,Teenage Mutant Ninja Turtles: Danger of the Ooze,10
2012.0,99,0,London 2012: The Official Video Game of the Olympic Games,4
2003.0,0,8,Harry Potter and the Sorcerer's Stone,19
1997.0,99,8,Dynasty Warriors,12
2016.0,99,8,La Corda d'Oro 4,22
2006.0,2,1,Death Jr. II: Root of Evil,16
2008.0,3,8,Ben 10: Alien Force,6
2007.0,99,11,Command & Conquer 3: Tiberium Wars,4
2007.0,0,4,I Spy: Fun House,3
2004.0,0,1,The SpongeBob SquarePants Movie,6
2012.0,99,8,Kimikare: New Semester,16
2002.0,0,1,Crash Bandicoot: The Wrath of Cortex,19
2012.0,3,1,Crush3D,10
2006.0,3,1,Sonic the Hedgehog,5
2001.0,0,0,Gallop Racer 2001,6
1998.0,99,0,Brunswick Circuit Pro Bowling,12
2016.0,99,0,Dino Dini's Kick Off Revival,9
2006.0,0,7,The Sims 2: Pets,3
2013.0,99,0,Pro Yaky? Spirits 2013,5
2009.0,99,0,My Fitness Coach 2: Exercise and Nutrition,0
2008.0,99,9,TNA iMPACT!,4
2008.0,0,5,Wonder World Amusement Park,0
2007.0,99,10,Myself; Yourself,6
2009.0,0,10,Barbie and the Three Musketeers,3
2001.0,0,7,City Crisis,6
2006.0,1,6,Far Cry Instincts Predator,4
2012.0,99,10,Gakuen Hetalia,3
2010.0,99,3,Battle Spirits: Hero's Soul,16
2008.0,2,3,Too Human,4
1997.0,99,1,Mega Man 8 Anniversary Collector's Edition,23
1998.0,99,0,Combination Pro Soccer: J-League no Kantoku ni Natte Sekai wo Mezase!!,12
2004.0,2,8,King Arthur,19
2009.0,99,10,CSI: Deadly Intent - The Hidden Cases,3
2011.0,3,8,Asphalt: Injection,22
2004.0,2,8,Galleon: Islands of Mystery,13
2003.0,0,0,Agassi Tennis Generation,6
1995.0,99,6,Star Fighter,12
2010.0,1,8,Assassin's Creed II,14
2007.0,99,4,Kotoba no Puzzle: Mojipittan DS,3
2001.0,0,1,Woody Woodpecker: Escape from Buzz Buzzard Park,6
1998.0,99,6,Robotron 64,11
2015.0,99,8,Infinite Stratos 2: Love and Purge,22
2009.0,3,5,LEGO Rock Band,4
2016.0,99,5,Utawarerumono: Futari no Hakuoro,9
2006.0,99,11,Yu-Gi-Oh! GX: Tag Force,16
2009.0,0,0,Active Life: Extreme Challenge,0
2004.0,1,6,Hitman: Contracts,6
2016.0,3,6,Assault Suit Leynos,9
2004.0,0,2,Cocoto Kart Racer,3
1999.0,99,3,Legend of Mana,12
2006.0,2,6,Red Steel,0
2011.0,99,5,"Barbie: Jet, Set & Style!",0
2003.0,99,9,Tom and Jerry in War of the Whiskers,19
2007.0,0,5,The Cheetah Girls: Pop Star Sensations,3
2011.0,99,10,Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,16
2013.0,2,8,Toukiden: The Age of Demons,22
2002.0,0,8,Disney's Treasure Planet,8
2001.0,99,8,Mary-Kate and Ashley: Winners Circle,12
2002.0,2,6,Endgame,6
1999.0,0,3,Grandia,12
1997.0,99,11,Magic: The Gathering - Battlemage,12
2004.0,0,1,Classic NES Series: Castlevania,8
0.0,0,0,FIFA Soccer 2004,6
2010.0,0,5,thinkSMART,3
2013.0,3,8,LEGO Marvel Super Heroes,10
2015.0,99,8,Saints Row IV,17
2000.0,0,0,NHL 2001,12
2008.0,2,1,Mirror's Edge,4
2005.0,1,6,Brothers In Arms: Road to Hill 30,13
2004.0,1,8,Thief: Deadly Shadows,13
2009.0,99,8,Kuroshitsuji: Phantom & Ghost,3
2007.0,1,8,No More Heroes,0
2009.0,99,8,Shin Sangoku Musou 5 Special,16
1998.0,99,3,Wizardry: Llylgamyn Saga,12
2004.0,2,3,The Lord of the Rings: The Third Age,8
2002.0,2,6,Reign of Fire,19
2001.0,0,6,Iridion 3D,8
2008.0,3,8,Kung Fu Panda,14
1991.0,99,0,Super Baseball Simulator 1.000,7
2004.0,99,10,Dora the Explorer: Super Star Adventures,8
2016.0,0,2,DiRT Rally,14
1996.0,99,5,Sound Novel Tsukuru,7
2008.0,0,8,Burger Island,3
2007.0,2,5,SingStar Amped,6
2012.0,1,3,Mass Effect 3,5
2004.0,0,3,Pokémon Emerald Version,8
2001.0,0,5,Namco Museum,6
2011.0,0,2,DreamWorks Super Star Kartz,0
2008.0,0,0,Rapala Fishing Frenzy 2009,5
1995.0,99,7,Shockwave Assault,12
1995.0,99,4,Zoop,12
2014.0,3,8,LEGO The Hobbit,9
2003.0,99,2,The Simpsons: Hit & Run,19
2007.0,3,8,Harry Potter and the Order of the Phoenix,4
2005.0,99,4,Go! Sudoku,16
2014.0,99,8,Fate/kaleid liner Prisma Illya,10
2004.0,0,0,NFL Street 2,6
2004.0,99,3,Dragon Quest V: Tenkuu no Hanayome,6
2009.0,0,0,NBA Live 10,16
2016.0,99,0,R.B.I. Baseball 2016,9
2002.0,0,5,Disney's Party,19
2013.0,99,0,Major League Baseball 2K13,5
2005.0,2,8,Urban Reign,6
2007.0,2,8,Lair,5
2010.0,0,4,Jewels of the Tropical Lost Island,3
2011.0,2,0,Cabela's Big Game Hunter 2012,4
1999.0,99,0,MLB 2000,12
2006.0,0,2,MotoGP '06,4
2008.0,99,8,Kung Fu Panda,3
2015.0,1,8,Metal Gear Solid V: The Phantom Pain,14
2007.0,99,2,Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,3
2003.0,1,8,State of Emergency,13
2005.0,99,5,Connect Four / Perfection / Trouble,8
2006.0,2,8,X-Men: The Official Game,4
2016.0,1,8,Batman: Arkham VR,9
2009.0,99,3,7th Dragon,3
2010.0,3,1,The Sly Collection,5
1996.0,99,2,WipEout XL,12
2013.0,99,8,Disney Infinity,22
0.0,99,7,Our House Party!,0
2005.0,99,1,The Cat in the Hat,8
2003.0,0,1,The Hobbit,8
2002.0,99,3,Shaman King: Chou Senjiryokketsu 3,8
2016.0,99,10,Loading Human,9
2007.0,2,7,Trauma Center: New Blood,0
2009.0,99,8,Nanashi no Game Me,3
2004.0,2,8,Alias,13
1997.0,99,0,J-League Pro Soccer Club wo Tsukurou! 2,23
2002.0,0,1,Sonic Advance 2,8
2006.0,0,0,FIFA World Cup Germany 2006,16
2013.0,2,3,Mugen Souls Z,5
2008.0,99,7,Fantasy Aquarium by DS,3
2011.0,2,8,Ace Combat: Assault Horizon,5
1994.0,99,3,Final Fantasy III,7
2007.0,0,10,Endless Ocean,0
1997.0,2,6,Elemental Gearbolt,12
2005.0,2,7,LifeSigns: Surgical Unit,3
2013.0,99,6,Fuse (Insomniac),4
1982.0,99,8,Gauntlet,15
2005.0,2,9,Tekken 5,6
1996.0,99,0,Jikkyou J-League Perfect Striker,11
2010.0,99,11,Command & Conquer 4: Tiberian Twilight,14
2015.0,1,6,Gears of War: Ultimate Edition,17
2012.0,1,8,Lollipop Chainsaw,5
2007.0,0,7,Animal Paradise,3
2010.0,99,0,Nettou! Powerful Koushien,3
2015.0,99,8,New Prince of Tennis: Go to the Top,10
2007.0,2,3,Baroque,6
2005.0,1,3,Fable: The Lost Chapters,14
2008.0,3,2,SBK Superbike World Championship,4
2009.0,1,3,Dragon Age: Origins,4
2008.0,3,8,Kung Fu Panda: Legendary Warriors,3
1998.0,99,11,Chessmaster II,12
2008.0,0,0,Kidz Sports: Crazy Golf,0
2013.0,99,3,Labyrinth Cross Blood: Infinity,22
1998.0,99,2,Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,12
2002.0,0,0,NBA 2K2,13
1996.0,99,8,DragonHeart: Fire & Steel,12
2016.0,99,10,Corpse Party: Back to School Edition,10
2008.0,1,6,Left 4 Dead,14
1994.0,99,1,Donkey Kong Land,2
1999.0,99,9,Knockout Kings 2000,12
2006.0,99,0,Torino 2006,6
2003.0,2,9,SoulCalibur II,19
2005.0,0,1,"Ed, Edd n Eddy: The Mis-Edventures",19
2003.0,0,0,ESPN NBA Basketball,13
0.0,0,0,Major League Baseball 2K6,16
2005.0,2,3,Shining Force NEO,6
2003.0,0,8,Batman: Rise of Sin Tzu,8
2002.0,0,1,Rocket Power: Beach Bandits,6
2007.0,0,5,Let's Yoga!,3
1998.0,99,3,Madou Monogatari,23
1992.0,99,3,Romancing SaGa,7
2015.0,99,10,Amatsumi Sora ni! Kumo no Hatate ni,22
1997.0,99,1,Judge Dredd,12
2002.0,99,3,Fire Emblem: Fuuin no Tsurugi,8
1999.0,99,4,Q*bert,12
2010.0,99,9,One Piece: Gigant Battle!,3
2007.0,0,7,Disney Friends,3
2011.0,99,1,HOP,3
2008.0,2,8,Star Wars The Clone Wars: Lightsaber Duels,0
2003.0,99,0,Jikkyou Powerful Pro Yakyuu 10,19
2014.0,0,0,NBA Live 15,9
1997.0,0,10,Riven: The Sequel to Myst,14
2012.0,3,5,Nintendo Land,18
2007.0,2,8,Warriors Orochi,6
2008.0,0,0,FIFA Soccer 09,14
2014.0,1,10,The Wolf Among Us,9
1996.0,99,3,Bastard!! Utsuro Naru Kamigami no Utsuwa,12
2009.0,0,0,Pro Evolution Soccer 2010,5
2006.0,2,8,X-Men: The Official Game,13
2003.0,0,7,Monster Rancher 4,6
2004.0,99,5,Ape Escape: Pumped & Primed,6
2012.0,99,3,Conception: Please Give Birth to My Child!,16
2014.0,99,8,Disney Planes Fire & Rescue,18
2002.0,2,9,Legends of Wrestling,19
2008.0,2,8,Spider-Man: Web of Shadows,0
2002.0,1,6,Turok: Evolution,19
2014.0,1,6,Far Cry 4,5
2011.0,99,3,Dragon Quest Monsters: Joker 2 Professional,3
2007.0,3,3,Opoona,0
1998.0,99,3,Legend of Legaia,12
2007.0,1,6,Call of Duty 4: Modern Warfare,4
2014.0,99,8,Sengoku Basara 4,5
0.0,1,8,Dead Space 3,14
2015.0,99,2,Ride,4
2013.0,1,6,Gears of War: Judgment,4
2005.0,99,8,Hi Hi Puffy AmiYumi: Kaznapped,8
1999.0,99,6,Asteroids Hyper 64,11
2010.0,99,0,Gummy Bears Mini Golf,3
2003.0,0,2,NASCAR Thunder 2004,6
2005.0,0,0,Madden NFL 06,8
1999.0,99,10,The Misadventures of Tron Bonne,12
1991.0,99,0,John Madden Football,7
1999.0,99,2,Tyco RC: Assault with a Battery,12
2005.0,99,11,Lord of the Rings: Tactics,16
2006.0,0,1,Super Monkey Ball Adventure,19
2012.0,99,8,Sengoku Musou 3 Z Special,16
1996.0,99,0,Frank Thomas Big Hurt Baseball,12
2009.0,99,0,Backyard NFL Football '10,6
2014.0,3,8,Adventure Time: The Secret of the Nameless Kingdom,4
2009.0,0,5,Just In Time Translations,3
2006.0,2,7,Ace Combat X: Skies of Deception,16
2001.0,99,1,Super Mario World,8
2006.0,99,1,Flushed Away,3
2011.0,0,0,Major League Baseball 2K11,3
2016.0,0,0,NBA 2K17,5
2012.0,2,11,End of Nations,14
2002.0,0,8,Harry Potter and the Chamber of Secrets,19
2011.0,2,0,Cabela's Survival: Shadows of Katmai,4
2015.0,2,8,Transformers: Devastation,14
2005.0,0,4,PQ: Practical Intelligence Quotient,16
2003.0,0,0,SSX 3,6
2007.0,99,9,Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,6
2008.0,0,0,Back At The Barnyard: Slop Bucket Games,3
2008.0,2,9,Samurai Shodown Anthology,6
2010.0,0,0,MLB 10: The Show,5
2008.0,99,4,Doodle Hex,3
2009.0,1,6,The Chronicles of Riddick: Assault on Dark Athena,5
2006.0,99,11,Lord of the Rings: Battle for Middle-Earth,4
2007.0,99,5,Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,6
2013.0,3,8,LEGO Marvel Super Heroes,5
2008.0,2,5,Rock Band Track Pack Volume 2,5
2004.0,3,10,Tim Burton's The Nightmare Before Christmas: Oogie's Revenge,6
2005.0,2,6,Call Of Duty 2: Big Red One,19
1994.0,99,6,Star Wars: Dark Forces,14
2013.0,2,1,Contrast,14
1998.0,99,3,Rhapsody: A Musical Adventure,12
2009.0,0,7,Charm Girls Club: My Perfect Prom,3
2009.0,99,0,PDC World Championship Darts 2009,0
1996.0,99,0,World Stadium EX,12
2013.0,2,8,Batman: Arkham Origins,18
2014.0,99,10,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,5
2008.0,99,2,Crash Time: Autobahn Pusuit,4
1982.0,99,8,Action Force,15
2005.0,99,8,LEGO Star Wars: The Video Game,6
2007.0,0,4,Betty Boop's Double Shift,3
2002.0,2,9,Legends of Wrestling,13
2007.0,0,5,My Spanish Coach,3
2011.0,2,5,Karaoke Revolution Glee: Volume 3,4
2004.0,2,6,Greg Hastings' Tournament Paintball,13
1998.0,99,2,F-1 World Grand Prix,11
2008.0,0,4,Pipe Mania,6
2009.0,99,5,Super Robot Taisen Z Special Disc,6
2004.0,2,11,Worms Forts: Under Siege,6
2009.0,99,3,Makai Senki Disgaea 3 Append Disc: Raspberyl-hen Hajime Mashita,5
2003.0,99,9,Naruto: Clash of Ninja (JP sales),19
1990.0,99,4,Dr. Mario,1
2005.0,99,1,Yoshi Touch & Go,3
2006.0,3,4,WarioWare: Smooth Moves,0
2005.0,99,5,Risk / Battleship / Clue,8
2003.0,0,6,Iridion II,8
1997.0,99,9,Marvel Super Heroes,23
2008.0,3,8,LEGO Indiana Jones: The Original Adventures,5
2004.0,2,9,Godzilla: Save the Earth,6
2002.0,1,8,Genma Onimusha,13
2002.0,99,10,Casper,8
2009.0,0,0,Tournament Pool,0
2015.0,99,11,War for the Overworld,14
2001.0,2,11,Stronghold,14
2010.0,99,11,Yu-Gi-Oh! 5D's: Duel Transer,0
2010.0,99,3,Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,3
2002.0,0,1,Casper: Spirit Dimensions,19
2008.0,3,6,NPPL: Championship Paintball 2009,4
2013.0,0,5,Mario Party: Island Tour,10
2008.0,0,4,Jewel Master: Cradle of Rome,0
2013.0,99,7,Tomodachi Life,10
2016.0,2,3,Dungeons 2,9
2012.0,99,8,Jikkyou Powerful Pro Yakyuu 2012,22
2011.0,99,7,The Oregon Trail,10
0.0,2,9,Street Fighter IV,14
2010.0,99,3,Fushigi no Dungeon: Fuurai no Shiren 3 Portable,16
2011.0,3,5,Alvin and the Chipmunks: Chipwrecked,0
2006.0,2,6,Commandos: Strike Force,6
2011.0,99,3,SaGa 3: Jikuu no Hasha - Shadow or Light,3
2000.0,0,0,NBA ShootOut 2001,12
1997.0,99,2,Mega Man: Battle & Chase,12
2009.0,2,10,Grey's Anatomy: The Video Game,0
2008.0,0,0,FIFA Soccer 09,5
0.0,99,9,Samurai Spirits: Tenkaichi Kenkakuden,6
2003.0,1,9,Pride FC: Fighting Championships,6
2011.0,99,9,Marvel vs. Capcom 3: Fate of Two Worlds,4
1998.0,99,8,Twisted Metal III,12
2007.0,99,3,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,6
2005.0,99,10,Let's Ride! Dreamer,8
1986.0,99,1,Ganbare Goemon! Karakuri Douchuu,1
2005.0,2,9,NeoGeo Battle Coliseum,6
2011.0,1,6,Battlefield 3,14
2012.0,3,3,Rune Factory 4,10
2002.0,2,9,Fighter Maker 2,6
2015.0,1,8,Metal Gear Solid V: The Phantom Pain,4
2008.0,2,3,Disgaea DS,3
2009.0,0,7,MySims Party,3
2007.0,3,8,The Wild West,3
2005.0,99,5,Nicktoons Collection: Game Boy Advance Video Volume 3,8
2010.0,99,8,Zangeki no Reginleiv,0
2002.0,2,6,Gunvalkyrie,13
