Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas NA,Vendas EU,Vendas JP,Outras vendas,Vendas globais,Pontuacao da critica,Contagem de criticas,Pontuacao dos usuarios,Contagem de usuarios,Desenvolvedora,Classificacao
All-Star Baseball 2004,6,2003.0,0,30,0.21,0.16,0.0,0.05,0.42,78.0,19.0,7.5,11.0,483,0
NASCAR Thunder 2002,12,2001.0,2,7,0.23,0.16,0.0,0.03,0.42,69.0,8.0,6.9,10.0,168,0
Batman: Arkham Origins Blackgate,22,2013.0,8,19,0.16,0.17,0.0,0.1,0.42,61.0,38.0,6.8,106.0,694,2
Zone of the Enders HD Collection,5,2012.0,7,14,0.21,0.07,0.09,0.05,0.42,73.0,27.0,8,42.0,337,1
2010 FIFA World Cup South Africa,0,2010.0,0,7,0.23,0.15,0.01,0.04,0.42,70.0,19.0,6.7,11.0,22,0
ESPN NHL 2K5,13,2004.0,0,63,0.32,0.09,0.0,0.02,0.42,88.0,32.0,8.5,14.0,276,0
Hot Wheels World Race,6,2003.0,2,28,0.21,0.16,0.0,0.05,0.42,55.0,5.0,7.7,9.0,342,0
Superman: Shadow of Apokolips,6,2002.0,8,10,0.21,0.16,0.0,0.05,0.42,64.0,22.0,7.2,9.0,413,0
Trials Fusion,9,2014.0,2,5,0.13,0.22,0.01,0.07,0.42,79.0,51.0,7.2,244.0,695,3
American Chopper,6,2004.0,2,84,0.35,0.01,0.0,0.06,0.42,47.0,4.0,7.5,13.0,696,2
NASCAR Kart Racing,0,2009.0,2,7,0.39,0.0,0.0,0.03,0.42,70.0,12.0,8.1,9.0,22,0
Guitar Hero: Smash Hits,4,2009.0,5,4,0.23,0.15,0.0,0.04,0.42,71.0,56.0,5.9,18.0,185,2
Lemony Snicket's A Series of Unfortunate Events,8,2004.0,1,4,0.3,0.11,0.0,0.01,0.42,72.0,8.0,8,4.0,243,0
Test Drive,13,2002.0,2,10,0.35,0.05,0.0,0.02,0.42,71.0,16.0,8.7,10.0,305,2
Pirates of the Caribbean: At World's End,16,2007.0,8,32,0.15,0.17,0.0,0.1,0.42,61.0,5.0,7,11.0,103,2
James Bond 007: Everything or Nothing,19,2004.0,6,7,0.32,0.08,0.0,0.01,0.42,84.0,41.0,8.2,25.0,97,2
NBA Live 06,16,2005.0,0,7,0.39,0.0,0.0,0.03,0.42,80.0,18.0,7.6,13.0,35,0
MLB 08: The Show,6,2008.0,0,3,0.35,0.01,0.0,0.06,0.42,84.0,12.0,7.3,7.0,421,0
Dance Dance Revolution Ultramix 2,13,2004.0,7,14,0.32,0.09,0.0,0.02,0.42,78.0,16.0,7.1,7.0,170,0
Mega Man Anniversary Collection,19,2004.0,1,12,0.32,0.08,0.0,0.01,0.42,81.0,32.0,8.8,17.0,570,0
Crash: Mind Over Mutant,3,2008.0,1,23,0.38,0.0,0.0,0.03,0.42,45.0,12.0,5.8,8.0,91,0
How to Train Your Dragon,0,2010.0,8,4,0.23,0.15,0.0,0.04,0.42,59.0,11.0,7,4.0,585,3
Story of Seasons,10,2014.0,7,0,0.0,0.14,0.27,0.01,0.42,76.0,39.0,8.2,54.0,431,3
Harry Potter and the Goblet of Fire,19,2005.0,8,7,0.32,0.08,0.0,0.01,0.42,69.0,20.0,6.3,13.0,22,3
Thrillville: Off the Rails,6,2007.0,11,18,0.2,0.16,0.0,0.05,0.42,70.0,11.0,1.7,30.0,173,3
Mega Man X6,12,2001.0,8,12,0.14,0.1,0.16,0.03,0.42,65.0,14.0,6.8,44.0,48,0
BloodRayne,6,2002.0,6,20,0.2,0.16,0.0,0.05,0.42,75.0,18.0,8.5,26.0,231,1
Castlevania: Curse of Darkness,6,2005.0,8,14,0.18,0.14,0.05,0.05,0.42,70.0,30.0,7.5,46.0,69,1
LEGO Rock Band,5,2009.0,5,19,0.24,0.12,0.0,0.06,0.42,75.0,36.0,7.6,18.0,64,3
Black,13,2006.0,6,7,0.31,0.09,0.0,0.01,0.42,77.0,65.0,8,51.0,139,1
Spec Ops: The Line,4,2012.0,6,2,0.21,0.17,0.0,0.04,0.42,76.0,59.0,8.2,319.0,604,1
Paper Mario: Color Splash,18,2016.0,3,0,0.2,0.14,0.05,0.03,0.42,75.0,72.0,6.8,208.0,698,0
Valkyrie Profile: Covenant of the Plume,3,2008.0,3,15,0.22,0.02,0.16,0.02,0.42,74.0,35.0,6.8,12.0,236,2
Vanquish,4,2010.0,6,8,0.19,0.16,0.03,0.04,0.42,84.0,70.0,8.4,182.0,289,1
TRON: Evolution,5,2010.0,8,32,0.27,0.09,0.0,0.05,0.42,58.0,47.0,6.2,28.0,491,2
Pirates of the Caribbean: At World's End,6,2007.0,8,32,0.2,0.16,0.0,0.05,0.42,54.0,10.0,7,10.0,103,2
Mega Man Legends 2,12,2000.0,10,12,0.17,0.12,0.1,0.03,0.42,76.0,10.0,8.8,29.0,48,0
Blazing Angels: Squadrons of WWII,4,2006.0,7,5,0.36,0.02,0.0,0.03,0.42,66.0,58.0,7.9,53.0,12,2
Attack on Titan: Humanity in Chains,10,2013.0,8,185,0.0,0.0,0.42,0.0,0.42,46.0,22.0,4.5,34.0,701,1
The Suffering,6,2004.0,8,39,0.2,0.16,0.0,0.05,0.42,77.0,47.0,8.9,40.0,341,1
Animal Crossing: Amiibo Festival,18,2015.0,5,0,0.19,0.11,0.09,0.03,0.41,46.0,20.0,4.4,173.0,208,0
Zone of the Enders: The 2nd Runner,6,2003.0,7,14,0.15,0.12,0.11,0.04,0.41,82.0,33.0,8.9,65.0,44,1
Just Dance 2014,9,2013.0,5,5,0.19,0.16,0.0,0.07,0.41,75.0,4.0,5.5,51.0,12,3
NFL GameDay 2004,6,2003.0,0,3,0.2,0.16,0.0,0.05,0.41,65.0,25.0,8.7,6.0,398,0
Condemned: Criminal Origins,4,2005.0,8,8,0.36,0.02,0.0,0.03,0.41,81.0,72.0,8.2,146.0,124,1
Crash of the Titans,6,2007.0,8,23,0.34,0.01,0.0,0.06,0.41,70.0,12.0,5.9,48.0,311,3
EA Sports UFC 2,17,2016.0,0,7,0.24,0.14,0.0,0.04,0.41,76.0,42.0,6,77.0,18,2
Tom Clancy's Rainbow Six: Lockdown,13,2005.0,6,5,0.26,0.13,0.0,0.02,0.41,74.0,39.0,6.6,28.0,702,1
TimeShift,4,2007.0,6,23,0.36,0.02,0.0,0.03,0.41,70.0,58.0,7.9,63.0,703,1
Farming Simulator 17,9,2016.0,7,82,0.05,0.31,0.0,0.06,0.41,69.0,17.0,8.7,12.0,705,0
Castlevania: The Dracula X Chronicles,16,2007.0,1,14,0.22,0.09,0.04,0.07,0.41,80.0,43.0,7.8,62.0,69,2
Tom Clancy's HAWX 2,5,2010.0,8,5,0.21,0.12,0.03,0.05,0.41,70.0,30.0,6.8,19.0,12,2
X-Men: The Official Game,6,2006.0,8,4,0.2,0.16,0.0,0.05,0.41,52.0,44.0,7.5,20.0,300,2
Terraria,5,2013.0,8,11,0.07,0.2,0.09,0.05,0.41,81.0,12.0,7.9,70.0,531,2
LEGO Dimensions,17,2015.0,8,19,0.22,0.15,0.0,0.04,0.41,80.0,12.0,6.9,27.0,50,3
Football Manager Handheld 2011,16,2010.0,0,8,0.0,0.27,0.0,0.14,0.41,77.0,5.0,7.7,6.0,271,0
300: March to Glory,16,2007.0,8,19,0.27,0.08,0.0,0.07,0.41,55.0,31.0,7.1,14.0,587,1
Marvel Super Hero Squad,3,2009.0,9,28,0.36,0.02,0.0,0.03,0.41,61.0,4.0,2.8,4.0,166,3
NHL 15,17,2014.0,0,7,0.31,0.06,0.0,0.04,0.41,59.0,22.0,3.2,180.0,18,3
Tom Clancy's The Division,14,2016.0,6,5,0.22,0.15,0.0,0.04,0.41,79.0,33.0,5.8,1188.0,88,1
Green Day: Rock Band,5,2010.0,5,31,0.19,0.15,0.0,0.06,0.41,76.0,41.0,6.3,24.0,707,2
F1 2014,5,2014.0,2,34,0.07,0.26,0.02,0.06,0.41,62.0,19.0,4.1,28.0,306,0
Cars: Mater-National Championship,5,2007.0,2,28,0.37,0.01,0.0,0.03,0.41,63.0,8.0,4.8,4.0,167,0
Call of Duty: Black Ops II,18,2012.0,6,4,0.2,0.18,0.0,0.03,0.41,81.0,31.0,6.9,228.0,6,1
BioShock,14,2007.0,6,2,0.01,0.39,0.0,0.02,0.41,96.0,44.0,8.5,3606.0,134,1
The Terminator: Dawn of Fate,6,2002.0,8,10,0.2,0.16,0.0,0.05,0.41,58.0,17.0,5.7,18.0,251,2
Medal of Honor Heroes 2,0,2007.0,6,7,0.33,0.04,0.01,0.03,0.41,73.0,37.0,7.6,82.0,35,2
Top Spin 4,4,2011.0,0,2,0.15,0.22,0.0,0.04,0.41,84.0,54.0,8.2,70.0,264,0
Armored Core 2: Another Age,6,2001.0,7,139,0.11,0.08,0.19,0.03,0.41,75.0,16.0,8.8,30.0,163,2
Mortal Kombat: Deadly Alliance,19,2002.0,9,39,0.31,0.08,0.0,0.01,0.41,81.0,20.0,8.7,43.0,162,1
NiGHTS: Journey of Dreams,0,2007.0,1,8,0.32,0.02,0.04,0.03,0.41,69.0,47.0,8.5,55.0,299,0
Call of Duty: Advanced Warfare,14,2014.0,6,4,0.15,0.23,0.0,0.03,0.41,78.0,18.0,4.5,1136.0,26,1
"Ed, Edd n Eddy: The Mis-Edventures",6,2005.0,1,39,0.34,0.01,0.0,0.06,0.41,50.0,5.0,7.6,16.0,250,0
Disney's Tarzan Untamed,6,2001.0,1,5,0.2,0.16,0.0,0.05,0.41,59.0,7.0,7.1,7.0,12,0
WWE All Stars,5,2011.0,9,28,0.16,0.18,0.0,0.07,0.41,75.0,51.0,6.4,36.0,166,2
Green Day: Rock Band,4,2010.0,5,31,0.24,0.13,0.0,0.04,0.41,75.0,54.0,6.6,32.0,707,2
Harry Potter and the Deathly Hallows - Part 1,3,2010.0,8,7,0.19,0.18,0.0,0.04,0.41,56.0,6.0,6,4.0,192,3
Resistance: Burning Skies,22,2012.0,6,3,0.18,0.15,0.02,0.06,0.41,60.0,63.0,6.8,245.0,277,1
Battlefield 2: Modern Combat,4,2006.0,6,7,0.35,0.02,0.01,0.03,0.41,77.0,54.0,7.3,79.0,476,2
Knockout Kings 2001,12,2000.0,9,7,0.23,0.15,0.0,0.03,0.41,84.0,11.0,8.5,6.0,18,2
From Russia With Love,6,2005.0,8,7,0.34,0.01,0.0,0.06,0.41,69.0,29.0,7.6,36.0,97,2
Fantastic Pets,4,2011.0,7,28,0.3,0.08,0.0,0.03,0.41,66.0,11.0,7.5,4.0,434,0
BlazBlue: Continuum Shift,5,2010.0,9,148,0.21,0.07,0.09,0.04,0.41,87.0,29.0,8,65.0,496,2
Duke Nukem Forever,14,2011.0,6,2,0.18,0.17,0.0,0.06,0.41,54.0,48.0,5.7,1183.0,454,1
Minority Report: Everybody Runs,6,2002.0,8,4,0.2,0.15,0.0,0.05,0.41,50.0,26.0,5,14.0,6,2
Katamari Forever,5,2009.0,4,25,0.26,0.04,0.06,0.04,0.4,74.0,51.0,8.1,50.0,247,0
NFL GameDay 2002,12,2001.0,0,3,0.23,0.15,0.0,0.03,0.4,62.0,10.0,8.8,4.0,398,0
Spider-Man: Web of Shadows,4,2008.0,8,4,0.36,0.02,0.0,0.03,0.4,68.0,57.0,8.6,87.0,249,2
Naughty Bear,4,2010.0,8,11,0.21,0.15,0.0,0.04,0.4,43.0,51.0,5.6,70.0,250,2
Tak and the Power of Juju,19,2003.0,1,28,0.31,0.08,0.0,0.01,0.4,71.0,16.0,8.2,9.0,260,0
Six Flags Fun Park,0,2009.0,5,5,0.27,0.09,0.0,0.04,0.4,43.0,7.0,7.1,7.0,641,3
Beowulf: The Game,4,2007.0,8,5,0.36,0.01,0.0,0.03,0.4,51.0,23.0,4.7,30.0,149,1
NBA Jam,0,2010.0,0,7,0.36,0.02,0.0,0.02,0.4,79.0,43.0,8.5,20.0,35,0
Rune Factory 3: A Fantasy Harvest Moon,3,2009.0,3,70,0.26,0.03,0.1,0.02,0.4,77.0,10.0,8.6,46.0,580,0
Tales of Zestiria,9,2015.0,3,25,0.17,0.15,0.02,0.06,0.4,72.0,59.0,6.8,315.0,247,2
Metal Gear Solid: The Legacy Collection,5,2013.0,10,14,0.31,0.01,0.03,0.06,0.4,93.0,4.0,9,255.0,69,1
Defender,6,2002.0,5,39,0.2,0.15,0.0,0.05,0.4,73.0,24.0,7.8,6.0,641,2
Gauntlet: Seven Sorrows,6,2005.0,3,39,0.2,0.15,0.0,0.05,0.4,59.0,38.0,5.7,20.0,162,2
Harry Potter: Quidditch World Cup,19,2003.0,0,7,0.31,0.08,0.0,0.01,0.4,68.0,16.0,8.5,10.0,22,0
Overlord,4,2007.0,11,34,0.34,0.03,0.01,0.03,0.4,76.0,47.0,8.3,70.0,710,2
The Chronicles of Narnia: Prince Caspian,6,2008.0,8,32,0.2,0.15,0.0,0.05,0.4,67.0,6.0,7,8.0,50,2
Life is Strange,9,2016.0,10,15,0.15,0.15,0.03,0.06,0.4,85.0,23.0,8.6,672.0,711,1
Battalion Wars,19,2005.0,11,0,0.25,0.07,0.07,0.01,0.4,76.0,43.0,8.8,18.0,675,2
The Wonderful 101,18,2013.0,8,0,0.19,0.1,0.08,0.03,0.4,78.0,75.0,8.5,495.0,289,2
Asura's Wrath,5,2012.0,8,12,0.18,0.12,0.06,0.05,0.4,71.0,39.0,7.4,169.0,325,2
18 Wheeler: American Pro Trucker,6,2001.0,2,30,0.2,0.15,0.0,0.05,0.4,61.0,11.0,5.7,18.0,158,0
Wall-E,5,2008.0,1,28,0.12,0.21,0.0,0.08,0.4,51.0,24.0,5,7.0,172,0
Atari Anthology,6,2004.0,5,10,0.33,0.01,0.0,0.05,0.4,66.0,12.0,4.3,6.0,80,0
FIFA 14,14,2013.0,0,7,0.01,0.36,0.0,0.03,0.4,87.0,6.0,4.6,441.0,35,0
MLB 2006,6,2005.0,0,3,0.33,0.01,0.0,0.05,0.4,81.0,32.0,9,21.0,398,0
Ragnarok Odyssey,22,2012.0,3,66,0.2,0.01,0.16,0.03,0.4,66.0,21.0,7.8,111.0,9,2
The Gunstringer,4,2011.0,6,1,0.26,0.1,0.0,0.04,0.4,77.0,60.0,8.1,40.0,712,2
Marvel: Ultimate Alliance,0,2006.0,3,4,0.36,0.0,0.0,0.03,0.4,73.0,31.0,7.3,29.0,67,2
MX vs. ATV Unleashed,13,2005.0,2,28,0.32,0.07,0.0,0.01,0.4,80.0,21.0,8.3,13.0,167,0
FIFA Soccer 13,14,2012.0,8,7,0.02,0.31,0.0,0.07,0.4,86.0,7.0,6.6,286.0,22,0
Rampage: Total Destruction,19,2006.0,8,39,0.31,0.08,0.0,0.01,0.4,57.0,24.0,6.7,6.0,38,3
The Urbz: Sims in the City,19,2004.0,7,7,0.24,0.14,0.0,0.02,0.4,73.0,19.0,8.4,16.0,89,2
WWE SmackDown! vs. RAW 2006,16,2005.0,9,28,0.36,0.0,0.0,0.03,0.4,81.0,30.0,8.5,37.0,156,2
Mafia II,14,2010.0,8,2,0.17,0.17,0.0,0.05,0.4,77.0,46.0,7.9,1238.0,264,1
NBA Live 2002,13,2001.0,0,7,0.35,0.03,0.0,0.02,0.4,76.0,15.0,7.5,6.0,22,0
Sega Superstars Tennis,5,2008.0,0,8,0.13,0.2,0.0,0.07,0.4,67.0,31.0,7.4,7.0,129,3
Spore Hero,0,2009.0,7,7,0.35,0.02,0.0,0.03,0.4,61.0,23.0,7.1,36.0,89,3
I-Ninja,6,2003.0,1,3,0.19,0.15,0.0,0.05,0.4,73.0,39.0,8.3,22.0,90,2
Ghostbusters: The Video Game,3,2009.0,8,10,0.24,0.12,0.0,0.04,0.4,55.0,17.0,6,7.0,714,0
Call of Duty: Finest Hour,19,2004.0,6,4,0.31,0.08,0.0,0.01,0.4,74.0,31.0,8.9,13.0,181,2
Naruto: Path of the Ninja,3,2007.0,3,58,0.37,0.0,0.0,0.03,0.4,57.0,18.0,7.2,9.0,91,3
Castlevania: Portrait of Ruin,3,2006.0,1,14,0.31,0.02,0.04,0.03,0.4,85.0,51.0,8.3,87.0,69,2
Suzuki TT Superbikes,6,2005.0,2,133,0.33,0.01,0.0,0.05,0.4,71.0,7.0,8.5,8.0,505,0
Rumble Roses,6,2004.0,9,14,0.19,0.15,0.0,0.05,0.39,66.0,44.0,8.5,20.0,156,1
Tomb Raider: Anniversary,4,2007.0,8,21,0.12,0.22,0.0,0.05,0.39,77.0,33.0,8.3,39.0,298,2
Sherlock Holmes: The Mystery of the Mummy,3,2009.0,10,82,0.06,0.3,0.0,0.04,0.39,57.0,8.0,3.1,9.0,716,0
Fantastic Four: Rise of the Silver Surfer,6,2007.0,8,2,0.19,0.15,0.0,0.05,0.39,36.0,7.0,6.4,17.0,641,2
Ultimate Spider-Man,13,2005.0,8,4,0.26,0.11,0.0,0.02,0.39,77.0,53.0,7.4,20.0,6,2
Juiced 2: Hot Import Nights,6,2007.0,2,28,0.19,0.15,0.01,0.05,0.39,66.0,4.0,6.7,10.0,548,2
LEGO The Lord of the Rings,10,2012.0,8,19,0.2,0.16,0.0,0.03,0.39,61.0,4.0,7.6,10.0,182,3
No More Heroes 2: Desperate Struggle,0,2010.0,8,70,0.2,0.11,0.04,0.03,0.39,84.0,68.0,8.8,184.0,537,1
Legends of WrestleMania,4,2009.0,9,28,0.2,0.15,0.0,0.04,0.39,71.0,59.0,6.3,23.0,156,2
Fishing Resort,0,2011.0,0,25,0.14,0.0,0.25,0.01,0.39,69.0,9.0,7,8.0,718,0
Armored Core V,5,2012.0,7,25,0.09,0.04,0.24,0.02,0.39,65.0,26.0,7.3,47.0,163,2
Mass Effect 2,14,2010.0,3,7,0.01,0.32,0.0,0.06,0.39,94.0,55.0,8.8,3559.0,116,1
Harry Potter and the Deathly Hallows - Part 1,5,2010.0,8,7,0.13,0.2,0.0,0.07,0.39,38.0,27.0,2.8,23.0,285,2
The House of The Dead III,13,2002.0,6,8,0.29,0.08,0.0,0.01,0.39,72.0,30.0,7.3,9.0,719,1
Project X Zone,10,2012.0,3,25,0.18,0.04,0.15,0.02,0.39,70.0,53.0,7.3,146.0,720,2
NBA Jam,5,2010.0,0,7,0.22,0.12,0.0,0.06,0.39,71.0,33.0,5.7,14.0,35,0
NBA Jam,4,2010.0,0,7,0.27,0.09,0.0,0.03,0.39,75.0,30.0,7,24.0,35,0
Madden NFL Football,10,2011.0,0,7,0.36,0.01,0.0,0.03,0.39,49.0,18.0,5.3,16.0,57,0
Donkey Konga 2,19,2004.0,5,0,0.3,0.08,0.0,0.01,0.39,69.0,30.0,6,9.0,32,2
Transformers: Fall of Cybertron,5,2012.0,8,4,0.19,0.14,0.0,0.06,0.39,77.0,32.0,8.2,87.0,72,2
Alpha Protocol,4,2010.0,3,8,0.23,0.12,0.0,0.04,0.39,63.0,68.0,7.2,201.0,78,1
SSX 3,13,2003.0,0,7,0.29,0.08,0.0,0.01,0.39,92.0,27.0,8.7,25.0,35,0
Combat of Giants: Dinosaurs 3D,10,2011.0,11,5,0.25,0.06,0.05,0.03,0.39,44.0,18.0,5.3,9.0,12,3
Madden NFL 2005,8,2004.0,0,7,0.28,0.1,0.0,0.01,0.39,79.0,9.0,7.6,5.0,293,0
Final Fantasy Crystal Chronicles: The Crystal Bearers,0,2009.0,8,15,0.21,0.07,0.08,0.03,0.39,66.0,53.0,7.6,70.0,46,2
Until Dawn: Rush of Blood,9,2016.0,10,3,0.18,0.15,0.0,0.07,0.39,72.0,49.0,8,68.0,253,1
Sonic Lost World,18,2013.0,1,8,0.23,0.12,0.01,0.03,0.39,63.0,64.0,7.3,461.0,125,3
Skylanders SWAP Force,9,2013.0,1,4,0.2,0.12,0.0,0.06,0.39,79.0,7.0,5.2,45.0,67,3
Iron Man 2,5,2010.0,8,8,0.14,0.18,0.0,0.07,0.39,41.0,28.0,5.2,36.0,721,2
Star Wars The Clone Wars: Republic Heroes,4,2009.0,8,18,0.18,0.17,0.0,0.04,0.39,43.0,37.0,6.3,19.0,213,2
Kengo: Master of Bushido,6,2000.0,9,5,0.16,0.13,0.06,0.04,0.39,62.0,13.0,8.4,8.0,346,1
Blood Omen 2,6,2002.0,8,21,0.19,0.15,0.0,0.05,0.39,67.0,18.0,8.8,19.0,298,1
Monopoly Streets,5,2010.0,5,7,0.16,0.17,0.0,0.06,0.39,64.0,11.0,6.1,9.0,22,0
Condemned 2: Bloodshot,5,2008.0,8,8,0.17,0.16,0.0,0.06,0.39,82.0,37.0,8.1,89.0,124,1
Chessmaster,6,2003.0,5,5,0.19,0.15,0.0,0.05,0.39,79.0,9.0,7.3,13.0,574,0
The Darkness II,4,2012.0,6,2,0.24,0.11,0.0,0.03,0.39,80.0,71.0,7.5,219.0,493,1
Ice Age 2: The Meltdown,6,2006.0,1,23,0.19,0.15,0.0,0.05,0.39,68.0,19.0,8,6.0,103,3
The Sims 2,8,2005.0,7,7,0.28,0.1,0.0,0.01,0.39,58.0,11.0,7.5,6.0,89,3
Hitman: Blood Money,4,2006.0,8,21,0.29,0.06,0.01,0.03,0.39,82.0,53.0,8.7,102.0,126,1
Advance Wars: Dual Strike,3,2005.0,11,0,0.3,0.02,0.04,0.03,0.39,90.0,49.0,9,163.0,55,0
Auto Modellista,6,2002.0,2,12,0.19,0.15,0.0,0.05,0.39,66.0,20.0,7.5,13.0,48,0
Tom Clancy's Ghost Recon 2: Summit Strike,13,2005.0,6,5,0.29,0.08,0.0,0.01,0.39,84.0,40.0,7.2,35.0,227,2
Just Dance 2015,9,2014.0,5,5,0.19,0.13,0.0,0.07,0.39,72.0,8.0,5.8,32.0,12,3
Samurai Warriors Chronicles,10,2011.0,8,48,0.12,0.05,0.2,0.01,0.39,61.0,30.0,7.7,35.0,188,2
One Piece: Unlimited World Red,10,2013.0,8,25,0.05,0.04,0.28,0.01,0.39,75.0,5.0,7.6,26.0,722,2
EA Sports Active 2,4,2010.0,0,7,0.18,0.16,0.0,0.04,0.39,68.0,21.0,5.4,9.0,35,0
MotoGP 08,5,2008.0,2,12,0.07,0.24,0.0,0.08,0.39,65.0,21.0,6,9.0,723,0
Red Faction: Armageddon,4,2011.0,6,28,0.18,0.16,0.01,0.04,0.39,71.0,74.0,7,77.0,119,1
Harry Potter: Quidditch World Cup,8,2003.0,0,7,0.28,0.1,0.0,0.01,0.39,53.0,6.0,8.3,9.0,239,0
Dungeon Siege III,5,2011.0,3,15,0.17,0.13,0.03,0.05,0.39,71.0,52.0,6.3,86.0,78,2
Shin Megami Tensei: Nocturne,6,2003.0,3,145,0.07,0.05,0.25,0.02,0.38,82.0,42.0,8.7,83.0,463,1
Farming Simulator 2013,4,2013.0,7,82,0.22,0.13,0.0,0.04,0.38,33.0,12.0,6.2,30.0,408,0
ESPN College Hoops 2K5,13,2004.0,0,8,0.29,0.08,0.0,0.01,0.38,86.0,18.0,8.3,11.0,83,0
Looney Tunes: Acme Arsenal,6,2007.0,8,19,0.19,0.15,0.0,0.05,0.38,38.0,10.0,3.9,7.0,724,3
Marvel: Ultimate Alliance,5,2006.0,3,4,0.33,0.02,0.0,0.03,0.38,78.0,35.0,7.6,49.0,161,2
Shin Megami Tensei: Devil Survivor Overclocked,10,2011.0,3,145,0.28,0.01,0.06,0.03,0.38,78.0,27.0,8.2,97.0,355,2
NFL GameDay 2002,6,2001.0,0,3,0.19,0.15,0.0,0.05,0.38,51.0,18.0,4.6,5.0,725,0
Naruto: Clash of Ninja Revolution 2,0,2008.0,9,99,0.34,0.02,0.0,0.03,0.38,72.0,20.0,8.4,16.0,612,2
Turok: Evolution,19,2002.0,6,30,0.3,0.08,0.0,0.01,0.38,70.0,19.0,7,21.0,310,1
NCAA Football 08,5,2007.0,0,7,0.35,0.0,0.0,0.03,0.38,77.0,13.0,7.9,28.0,18,0
Sega Superstars Tennis,6,2008.0,0,8,0.1,0.0,0.0,0.28,0.38,70.0,9.0,8.3,4.0,129,3
Headhunter,6,2002.0,8,8,0.19,0.15,0.0,0.05,0.38,74.0,24.0,7.8,19.0,726,1
Viking: Battle for Asgard,5,2008.0,8,8,0.14,0.17,0.0,0.07,0.38,65.0,38.0,7.4,32.0,218,1
Rock Band 4,9,2015.0,5,169,0.26,0.05,0.0,0.07,0.38,78.0,51.0,6.3,87.0,58,2
Marvel Nemesis: Rise of the Imperfects,19,2005.0,9,7,0.3,0.08,0.0,0.01,0.38,54.0,19.0,5.7,24.0,479,2
Brunswick Pro Bowling,0,2007.0,0,11,0.35,0.01,0.0,0.03,0.38,52.0,11.0,5.4,23.0,624,0
Bratz: Rock Angelz,6,2005.0,5,28,0.19,0.15,0.0,0.05,0.38,60.0,7.0,5.1,7.0,281,0
FlatOut,6,2004.0,2,87,0.19,0.15,0.0,0.05,0.38,70.0,30.0,8.5,16.0,728,2
Battlefield 1,14,2016.0,6,7,0.11,0.24,0.0,0.03,0.38,88.0,54.0,7.6,1137.0,29,1
SSX 3,19,2003.0,0,7,0.29,0.08,0.0,0.01,0.38,92.0,27.0,8.7,45.0,35,0
Metal Gear Solid: Snake Eater 3D,10,2012.0,8,14,0.15,0.11,0.1,0.02,0.38,78.0,46.0,7.8,167.0,45,1
LocoRoco,16,2006.0,1,3,0.14,0.04,0.16,0.03,0.38,83.0,67.0,8.7,89.0,233,0
Risk: Global Domination,6,2003.0,11,10,0.19,0.15,0.0,0.05,0.38,60.0,9.0,8.8,25.0,729,2
Deus Ex: Mankind Divided,9,2016.0,3,15,0.11,0.21,0.0,0.06,0.38,84.0,59.0,7.6,511.0,302,1
Grandia Xtreme,6,2002.0,3,24,0.07,0.05,0.25,0.02,0.38,68.0,16.0,6.5,15.0,9,2
The Incredible Hulk,6,2008.0,8,8,0.32,0.01,0.0,0.05,0.38,50.0,4.0,6,5.0,142,2
Mercenaries 2: World in Flames,6,2008.0,6,7,0.21,0.0,0.0,0.17,0.38,49.0,10.0,7.4,31.0,250,2
Saints Row: The Third,14,2011.0,8,28,0.16,0.16,0.0,0.06,0.38,84.0,22.0,8.1,1263.0,119,1
Ghost Trick: Phantom Detective,3,2010.0,10,12,0.17,0.07,0.12,0.02,0.38,83.0,60.0,9,127.0,48,2
Hunter: The Reckoning,13,2002.0,8,117,0.28,0.08,0.0,0.01,0.38,79.0,28.0,8.9,20.0,337,1
MX vs. ATV Untamed,6,2007.0,2,28,0.32,0.01,0.0,0.05,0.38,53.0,13.0,8.2,5.0,167,0
Dawn of Discovery,14,2009.0,7,5,0.0,0.32,0.0,0.06,0.38,82.0,32.0,8.8,132.0,284,2
Get Fit with Mel B,5,2010.0,0,195,0.15,0.16,0.0,0.07,0.38,73.0,4.0,5.8,4.0,730,0
Pokemon Channel,19,2003.0,10,0,0.24,0.06,0.07,0.01,0.38,55.0,21.0,6,22.0,350,0
Virtua Tennis 2009,5,2009.0,0,8,0.09,0.22,0.0,0.06,0.38,70.0,34.0,6.3,21.0,129,0
The Dog Island,0,2007.0,10,5,0.34,0.01,0.0,0.03,0.38,70.0,4.0,8.1,12.0,156,0
Madagascar: Escape 2 Africa,6,2008.0,8,4,0.12,0.0,0.0,0.26,0.38,56.0,4.0,5.8,6.0,140,0
Need for Speed: Nitro,3,2009.0,2,7,0.21,0.13,0.0,0.04,0.38,70.0,7.0,6.3,7.0,717,3
Naruto Shippuden: Ultimate Ninja Heroes 3,16,2009.0,9,25,0.13,0.04,0.19,0.03,0.38,61.0,22.0,6.6,19.0,325,2
Age of Empires III,14,2005.0,11,1,0.0,0.33,0.0,0.05,0.38,81.0,52.0,7.7,519.0,153,2
EyeToy Play 2,6,2004.0,5,3,0.18,0.14,0.0,0.05,0.38,78.0,30.0,7,9.0,366,3
Dance Dance Revolution Ultramix 3,13,2005.0,7,14,0.28,0.08,0.0,0.01,0.38,75.0,16.0,8.6,8.0,69,3
