Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas NA,Vendas EU,Vendas JP,Outras vendas,Vendas globais,Pontuacao da critica,Contagem de criticas,Pontuacao dos usuarios,Contagem de usuarios,Desenvolvedora,Classificacao,Media de pontuacao
Rollcage,13,1999.0,3,86,0.12,0.08,0.0,0.01,0.21,0.0,0.0,0.0,0.0,0,0,0.0
Hitman: HD Trilogy,6,2013.0,9,16,0.07,0.09,0.0,0.04,0.21,71.0,20.0,7.6,46.0,127,2,39.3
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
J Stars Victory Vs.,23,2014.0,10,26,0.0,0.03,0.17,0.01,0.21,74.0,5.0,7.9,29.0,248,3,40.95
de Blob 2,6,2011.0,2,29,0.11,0.07,0.0,0.03,0.21,74.0,50.0,7.1,34.0,411,4,40.55
Champion Jockey: G1 Jockey & Gallop Racer,6,2011.0,1,49,0.06,0.05,0.08,0.02,0.21,0.0,0.0,0.0,0.0,0,0,0.0
Greg Hastings Paintball 2,5,2010.0,7,36,0.19,0.0,0.0,0.01,0.21,0.0,0.0,8.3,7.0,956,4,4.15
ESPN Winter X Games: Snowboarding 2002,7,2000.0,1,15,0.1,0.08,0.0,0.03,0.21,64.0,14.0,7.9,8.0,70,3,35.95
Final Fantasy Fables: Chocobo's Dungeon,1,2007.0,4,16,0.09,0.0,0.11,0.01,0.21,76.0,34.0,8.0,20.0,200,4,42.0
Project: Snowblind,7,2005.0,9,22,0.1,0.08,0.0,0.03,0.21,78.0,54.0,8.3,23.0,299,3,43.15
Prison Break: The Conspiracy,5,2010.0,9,42,0.07,0.11,0.0,0.02,0.21,40.0,37.0,4.7,19.0,890,3,22.35
Super Robot Taisen K,4,2009.0,12,26,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0,0,0.0
You Don't Know Jack,1,2011.0,6,29,0.19,0.0,0.0,0.01,0.21,81.0,5.0,7.7,6.0,957,3,44.35
Mortal Kombat: Special Forces,13,2000.0,10,40,0.12,0.08,0.0,0.01,0.21,28.0,7.0,2.4,17.0,163,2,15.2
Mega Man Legacy Collection,11,2016.0,2,13,0.14,0.0,0.05,0.02,0.21,77.0,27.0,7.1,26.0,81,1,42.05
The Last Airbender,1,2010.0,9,29,0.12,0.07,0.0,0.02,0.21,53.0,4.0,6.6,5.0,167,3,29.8
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
NCAA March Madness 07,5,2007.0,1,8,0.19,0.0,0.0,0.02,0.21,67.0,33.0,7.1,15.0,36,1,37.05
StokEd,5,2009.0,1,202,0.18,0.01,0.0,0.01,0.21,68.0,34.0,8.6,19.0,958,3,38.3
Shin Megami Tensei: Persona 3 (jp sales),7,2006.0,4,49,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0,0,0.0
Evil Dead: Regeneration,7,2005.0,9,29,0.1,0.08,0.0,0.03,0.21,68.0,26.0,8.5,8.0,959,2,38.25
Wacky Races: Crash & Dash,4,2008.0,3,22,0.19,0.0,0.0,0.01,0.21,0.0,0.0,0.0,0.0,0,0,0.0
Defiance,15,2013.0,7,150,0.14,0.04,0.0,0.02,0.21,64.0,40.0,6.5,661.0,530,2,35.25
NHL 2003,14,2002.0,1,8,0.15,0.04,0.0,0.01,0.21,80.0,12.0,7.9,12.0,19,1,43.95
X-Men: Children of the Atom,24,1995.0,10,31,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0,0,0.0
Tiger Woods PGA Tour,17,2005.0,1,8,0.19,0.0,0.0,0.02,0.21,78.0,25.0,7.4,14.0,36,1,42.7
NHL 2K3,7,2002.0,1,9,0.1,0.08,0.0,0.03,0.21,89.0,25.0,7.8,17.0,7,1,48.4
Yarudora Series Vol. 2: Kisetsu wo Dakishimete,13,1998.0,11,4,0.0,0.0,0.19,0.01,0.21,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Heisei Kyouiku linkai DS,4,2006.0,6,26,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0,0,0.0
You Don't Know Jack,5,2011.0,6,29,0.19,0.0,0.0,0.01,0.21,82.0,23.0,7.9,29.0,957,3,44.95
The Naked Brothers Band: The Video Game,1,2008.0,6,29,0.19,0.0,0.0,0.01,0.21,0.0,0.0,0.0,0.0,0,0,0.0
SpongeBob SquarePants: Game Boy Advance Video Volume 3,9,2004.0,6,0,0.15,0.05,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0,0,0.0
Pro Yaky? Spirits 2010,6,2010.0,1,15,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0,0,0.0
Final Fight One,9,2001.0,10,6,0.09,0.03,0.08,0.0,0.21,82.0,16.0,7.8,8.0,960,1,44.9
Tony Hawk's Pro Skater 5,10,2015.0,1,5,0.09,0.08,0.0,0.03,0.21,32.0,43.0,1.5,427.0,563,3,16.75
MLB 10: The Show,17,2010.0,1,4,0.19,0.0,0.0,0.02,0.21,79.0,11.0,6.6,8.0,314,1,42.8
Gallop Racer 2003: A New Breed,7,2002.0,1,85,0.04,0.03,0.12,0.01,0.21,68.0,16.0,8.5,15.0,379,1,38.25
Frogger 3D,11,2011.0,9,15,0.16,0.03,0.0,0.01,0.21,54.0,11.0,5.5,8.0,961,1,29.75
Blue Dragon Plus,4,2008.0,4,154,0.12,0.03,0.05,0.01,0.21,69.0,46.0,6.5,15.0,495,1,37.75
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
BeyBlade VForce: Super Tournament Battle,20,2002.0,9,11,0.16,0.04,0.0,0.01,0.21,33.0,6.0,7.5,18.0,498,1,20.25
Little Battlers eXperience: Baku Boost,11,2012.0,9,1,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0,0,0.0
J-League Pro Soccer Club o Tsukurou! 7 Euro Plus,17,2011.0,1,9,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0,0,0.0
Dead to Rights: Retribution,5,2010.0,7,26,0.11,0.08,0.0,0.02,0.21,61.0,64.0,7.0,34.0,841,2,34.0
Bugs Bunny & Taz: Time Busters,13,2000.0,11,53,0.11,0.08,0.0,0.01,0.21,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Jikkyou Powerful Pro Yakyuu 2012,6,2012.0,9,15,0.0,0.0,0.21,0.0,0.21,0.0,0.0,0.0,0.0,0,0,0.0
Dragon Ball Z: Sagas,20,2005.0,10,11,0.16,0.04,0.0,0.01,0.21,48.0,11.0,6.6,11.0,261,3,27.3
X2: Wolverine's Revenge,14,2003.0,2,5,0.15,0.04,0.0,0.01,0.21,58.0,27.0,6.4,9.0,544,3,32.2
Power Rangers: Wild Force,9,2002.0,9,29,0.15,0.05,0.0,0.0,0.21,55.0,4.0,6.9,8.0,496,1,30.95
Tenchu: Shadow Assassins,1,2008.0,9,6,0.15,0.01,0.03,0.01,0.21,70.0,35.0,7.8,24.0,199,2,38.9
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Lost Planet 3,6,2013.0,7,13,0.07,0.05,0.06,0.02,0.21,61.0,30.0,5.5,102.0,133,3,33.25
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
The King of Fighters '95,27,1995.0,10,245,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Beyblade G-Revolution,9,2004.0,9,11,0.15,0.05,0.0,0.0,0.2,40.0,5.0,7.8,5.0,193,1,23.9
Trade & Battle: Card Hero,3,2000.0,12,1,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Capcom Fighting Evolution,7,2004.0,10,13,0.1,0.08,0.0,0.03,0.2,57.0,33.0,4.8,5.0,49,3,30.9
Assassin's Creed The Ezio Collection,10,2016.0,9,6,0.04,0.13,0.0,0.03,0.2,72.0,32.0,7.4,49.0,53,2,39.7
SD Gundam GNext,8,1995.0,12,26,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
God of War Collection,23,2014.0,9,4,0.08,0.06,0.01,0.05,0.2,73.0,28.0,7.4,133.0,963,2,40.2
Backyard NFL Football 2006,7,2005.0,1,11,0.1,0.08,0.0,0.03,0.2,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Sloane to MacHale no Nazo no Monogatari,4,2009.0,5,38,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Anarchy Reigns,6,2012.0,9,9,0.1,0.03,0.06,0.02,0.2,71.0,35.0,8.2,106.0,290,2,39.6
Mobile Suit Gundam: Crossfire,6,2006.0,8,26,0.06,0.0,0.14,0.01,0.2,33.0,31.0,5.1,47.0,896,3,19.05
Saints Row IV,18,2015.0,9,42,0.1,0.09,0.0,0.02,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Sengoku Basara 2 Heroes,7,2007.0,9,13,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Buzz! The Schools Quiz,7,2008.0,6,4,0.0,0.02,0.0,0.19,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Suikoden Tactics,7,2005.0,12,15,0.06,0.05,0.07,0.02,0.2,68.0,31.0,8.6,17.0,70,3,38.3
NCAA March Madness 06,14,2005.0,1,8,0.15,0.04,0.0,0.01,0.2,76.0,21.0,7.2,5.0,36,1,41.6
Sniper: Ghost Warrior 2,5,2013.0,7,87,0.06,0.12,0.0,0.02,0.2,52.0,33.0,5.7,110.0,348,2,28.85
EVE Online,15,2003.0,4,261,0.0,0.19,0.0,0.01,0.2,69.0,22.0,7.5,280.0,964,3,38.25
Phantasy Star Online,22,2000.0,4,9,0.0,0.0,0.2,0.0,0.2,89.0,21.0,9.1,33.0,126,3,49.05
Crazy Taxi 3: High Roller,14,2002.0,3,9,0.14,0.04,0.02,0.01,0.2,69.0,33.0,8.5,13.0,965,3,38.75
Midnight Club 3: DUB Edition Remix,14,2006.0,3,3,0.15,0.04,0.0,0.01,0.2,87.0,16.0,5.3,18.0,40,4,46.15
International Superstar Soccer 2000,7,2000.0,1,15,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
CandyLand / Chutes & Ladders / Memory,9,2005.0,6,85,0.15,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
The Bible Game,7,2005.0,6,68,0.1,0.08,0.0,0.03,0.2,0.0,0.0,5.4,22.0,662,1,2.7
Thrillville,17,2006.0,12,11,0.18,0.0,0.0,0.02,0.2,72.0,13.0,2.8,39.0,174,4,37.4
Drift King Shutokou Battle '94,8,1994.0,3,212,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
"Warhammer 40,000: Space Marine",15,2011.0,7,29,0.09,0.09,0.0,0.03,0.2,74.0,34.0,7.4,596.0,587,2,40.7
Shining Blade,17,2012.0,4,9,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
The Ultimate Red Ball Challenge,1,2009.0,6,52,0.0,0.19,0.0,0.01,0.2,0.0,0.0,0.0,0.0,0,0,0.0
The King of Fighters Collection: The Orochi Saga,7,2006.0,10,154,0.1,0.08,0.0,0.03,0.2,67.0,14.0,8.5,4.0,232,3,37.75
PBR: Out of the Chute,7,2008.0,1,68,0.1,0.08,0.0,0.03,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Jikkyou Powerful Pro Yakyuu 10 Chou Ketteiban: 2003 Memorial,7,2003.0,1,15,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Valkyria Chronicles,10,2016.0,4,9,0.07,0.05,0.05,0.03,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Disney's Planes,19,2013.0,8,33,0.14,0.04,0.0,0.02,0.2,51.0,10.0,5.3,9.0,593,1,28.15
Saturday Night Speedway,7,2004.0,3,98,0.1,0.08,0.0,0.03,0.2,0.0,0.0,8.7,7.0,651,1,4.35
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Langrisser III,24,1996.0,12,262,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Zombie Army Trilogy,10,2015.0,7,263,0.05,0.12,0.0,0.03,0.2,62.0,26.0,6.8,88.0,249,0,34.4
CSI: Deadly Intent,5,2009.0,11,6,0.1,0.08,0.0,0.02,0.2,0.0,0.0,0.0,0.0,0,0,0.0
MLB SlugFest 20-03,14,2002.0,1,40,0.15,0.04,0.0,0.01,0.2,79.0,9.0,7.8,5.0,914,1,43.4
Samurai Spirits (CD),27,1994.0,10,245,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
The Con,17,2005.0,10,4,0.18,0.0,0.0,0.02,0.2,63.0,37.0,7.3,16.0,966,3,35.15
Pitfall: The Lost Expedition,7,2004.0,2,5,0.1,0.08,0.0,0.03,0.2,70.0,34.0,8.9,12.0,143,1,39.45
From TV Animation One Piece: Grand Battle! 3,20,2003.0,10,26,0.0,0.0,0.2,0.01,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Need for Speed Carbon: Own the City,4,2006.0,3,8,0.17,0.01,0.0,0.02,0.2,70.0,6.0,7.5,15.0,294,1,38.75
Deal or No Deal: The Banker is Back!,4,2008.0,6,52,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Rocket Power: Zero Gravity Zone,9,2003.0,1,29,0.14,0.05,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Enchanted Arms,6,2007.0,4,6,0.17,0.01,0.0,0.02,0.2,64.0,23.0,5.9,40.0,164,3,34.95
Le Mans 24 Hours,7,2001.0,3,53,0.09,0.07,0.02,0.02,0.2,75.0,19.0,7.6,9.0,414,1,41.3
WipeOut 3 The Game,11,2012.0,9,5,0.18,0.0,0.0,0.02,0.2,0.0,0.0,0.0,0.0,0,0,0.0
The Witch and the Hundred Knight,6,2013.0,4,132,0.07,0.02,0.1,0.02,0.2,53.0,44.0,7.5,80.0,580,3,30.25
ESPN MLB Baseball,7,2004.0,1,9,0.1,0.08,0.0,0.03,0.2,0.0,0.0,0.0,0.0,0,0,0.0
All Star Pro-Wrestling,7,2000.0,10,10,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Dragon Ball Z: Harukanaru Densetsu,4,2007.0,4,26,0.19,0.0,0.0,0.02,0.2,57.0,16.0,6.2,10.0,896,1,31.6
Harvest Moon: More Friends of Mineral Town,9,2003.0,8,6,0.14,0.05,0.0,0.0,0.2,82.0,8.0,9.2,40.0,92,1,45.6
The Fairly Odd Parents: Shadow Showdown,20,2004.0,2,29,0.16,0.04,0.0,0.01,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Story of Seasons: Good Friends of the Three Villages,11,2016.0,8,215,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Mobile Suit Gundam Side Story II: Aoi o Uketsugu Mono,24,1996.0,7,26,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Kurohyou 2: Ryu ga Gotoku Ashura Hen,17,2012.0,9,9,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
X2: Wolverine's Revenge,9,2003.0,2,5,0.14,0.05,0.0,0.0,0.2,72.0,8.0,7.2,5.0,68,1,39.6
NBA 2K2,14,2002.0,1,9,0.15,0.04,0.0,0.01,0.2,90.0,17.0,7.6,5.0,84,1,48.8
Code of Princess,11,2012.0,9,264,0.16,0.0,0.03,0.01,0.2,67.0,38.0,7.6,73.0,968,3,37.3
Major League Baseball 2K11,6,2011.0,1,3,0.15,0.03,0.0,0.02,0.2,72.0,13.0,6.3,9.0,84,1,39.15
7th Dragon 2020,17,2011.0,4,9,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Taiko no Tatsujin: Waku Waku Anime Matsuri,7,2003.0,6,26,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
We Sing Robbie Williams,1,2010.0,6,129,0.0,0.18,0.0,0.03,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Dark Messiah of Might and Magic Elements,5,2008.0,4,6,0.16,0.02,0.01,0.02,0.2,52.0,27.0,7.0,48.0,969,2,29.5
Planet 51,1,2009.0,9,9,0.17,0.01,0.0,0.02,0.2,53.0,6.0,5.8,4.0,970,1,29.4
Dead to Rights II,7,2005.0,7,8,0.1,0.08,0.0,0.03,0.2,51.0,32.0,5.3,7.0,971,2,28.15
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
FIFA 16,15,2015.0,1,8,0.06,0.13,0.0,0.01,0.2,81.0,10.0,4.4,296.0,19,1,42.7
Teenage Mutant Ninja Turtles: Danger of the Ooze,5,2014.0,11,5,0.11,0.07,0.0,0.02,0.2,0.0,0.0,6.4,7.0,279,4,3.2
Ogre Battle Saga Episode Five: The March of the Black Queen,13,1996.0,4,240,0.06,0.04,0.09,0.01,0.2,0.0,0.0,0.0,0.0,0,0,0.0
The Heavy Rain and Beyond: Two Souls Collection,10,2016.0,9,4,0.0,0.17,0.0,0.03,0.2,0.0,0.0,0.0,0.0,0,0,0.0
NBA Live 14,18,2013.0,1,8,0.16,0.02,0.0,0.02,0.2,36.0,14.0,3.1,88.0,19,1,19.55
Kung Fu Rider,6,2010.0,9,4,0.06,0.09,0.01,0.03,0.2,36.0,45.0,3.7,21.0,234,4,19.85
MDK,13,1997.0,7,118,0.11,0.08,0.0,0.01,0.2,0.0,0.0,0.0,0.0,0,0,0.0
DarkStar One: Broken Alliance,5,2010.0,8,207,0.11,0.07,0.0,0.02,0.2,63.0,33.0,7.2,19.0,972,3,35.1
Dragon Ball: Xenoverse 2,18,2016.0,9,26,0.11,0.07,0.0,0.02,0.2,73.0,8.0,7.3,29.0,118,3,40.15
WRC: FIA World Rally Championship,6,0.0,3,196,0.0,0.14,0.01,0.04,0.2,68.0,24.0,4.5,4.0,724,0,36.25
Odin Sphere: Leifthrasir,10,2016.0,4,132,0.07,0.04,0.07,0.02,0.2,87.0,49.0,8.2,178.0,568,3,47.6
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Ty the Tasmanian Tiger 2: Bush Rescue,20,2004.0,2,8,0.15,0.04,0.0,0.01,0.2,70.0,20.0,8.6,11.0,214,1,39.3
Body and Brain Connection,5,2010.0,6,26,0.1,0.08,0.0,0.02,0.2,57.0,33.0,4.8,4.0,146,1,30.9
Speed Punks,13,1998.0,3,4,0.11,0.08,0.0,0.01,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Dragon Ball: Revenge of King Piccolo,1,2009.0,9,26,0.12,0.03,0.03,0.02,0.2,65.0,25.0,7.3,15.0,842,4,36.15
The Legend of Heroes VII: The Trail of Blue,17,2011.0,4,252,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
High School Musical 3: Senior Year DANCE!,5,2008.0,6,33,0.18,0.0,0.0,0.02,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Warriors Orochi,17,2008.0,9,49,0.02,0.0,0.18,0.0,0.2,62.0,13.0,6.6,10.0,973,3,34.3
MVP Baseball 2003,14,2003.0,1,8,0.15,0.04,0.0,0.01,0.2,82.0,18.0,9.0,9.0,19,1,45.5
Monster Jam,5,2007.0,3,5,0.18,0.0,0.0,0.02,0.2,43.0,9.0,6.4,5.0,710,1,24.7
Infinite Space,4,2009.0,4,9,0.06,0.05,0.07,0.01,0.2,75.0,46.0,9.0,61.0,290,3,42.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",14,2005.0,9,33,0.15,0.04,0.0,0.01,0.2,72.0,31.0,6.0,6.0,51,3,39.0
Body Harvest,12,1998.0,7,265,0.16,0.04,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
San Francisco Rush 2049,12,2000.0,3,40,0.16,0.04,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Super Robot Taisen 64,12,1999.0,12,57,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Snowboard Kids,12,1996.0,1,92,0.16,0.04,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Tigger's Honey Hunt,12,2000.0,2,6,0.16,0.04,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Famista 64,12,0.0,1,26,0.0,0.0,0.17,0.03,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Roadsters 99,12,1999.0,3,104,0.06,0.13,0.0,0.01,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Magical Tetris Challenge,12,1997.0,5,5,0.13,0.02,0.05,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Twisted Edge Extreme Snowboarding,12,1998.0,1,189,0.16,0.04,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Disney's Tarzan,12,2000.0,2,5,0.16,0.04,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
South Park Rally,12,2000.0,3,31,0.16,0.04,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
NBA 07,17,2006.0,1,4,0.18,0.0,0.0,0.02,0.2,68.0,24.0,7.0,5.0,314,1,37.5
Two Worlds II,15,2011.0,4,54,0.09,0.09,0.0,0.02,0.2,76.0,31.0,6.5,315.0,512,2,41.25
IHRA Drag Racing 2004,14,2003.0,3,7,0.15,0.04,0.0,0.01,0.2,40.0,5.0,7.4,7.0,71,1,23.7
Shining Hearts,17,2010.0,4,9,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
The Legend of Heroes: Trails of Cold Steel,6,2013.0,4,132,0.05,0.02,0.12,0.01,0.2,86.0,12.0,7.7,128.0,900,3,46.85
Clive Barker's Jericho,6,2007.0,7,35,0.17,0.01,0.0,0.02,0.2,60.0,34.0,7.1,52.0,795,2,33.55
Tekken 3D: Prime Edition,11,2012.0,10,1,0.06,0.07,0.05,0.01,0.2,64.0,42.0,5.9,39.0,372,3,34.95
Marvel: Ultimate Alliance 2,4,2009.0,4,5,0.16,0.03,0.0,0.02,0.2,65.0,7.0,6.7,9.0,375,4,35.85
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
SingStar: Back to the 80s,6,2011.0,6,4,0.0,0.16,0.0,0.04,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Jissen Pachi-Slot Hisshouhou! Aladdin A,7,2002.0,6,101,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Nobunaga no Yabou: Reppuuden,13,1999.0,12,49,0.0,0.0,0.19,0.01,0.2,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Front Mission Evolved,5,2010.0,7,16,0.1,0.07,0.02,0.02,0.2,58.0,52.0,6.1,24.0,106,3,32.05
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,1,2009.0,11,99,0.11,0.07,0.0,0.02,0.2,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Treasure Hunter G,8,1996.0,4,10,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Ashes Cricket 2009,5,2009.0,1,35,0.0,0.19,0.0,0.01,0.2,0.0,0.0,0.0,0.0,0,0,0.0
From Russia With Love,14,2005.0,9,8,0.15,0.04,0.0,0.01,0.2,71.0,34.0,8.8,12.0,23,3,39.9
Sleeping Dogs,18,2014.0,9,16,0.1,0.09,0.0,0.02,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Wing Arms,24,1994.0,7,9,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Apache: Air Assault,6,2010.0,8,5,0.11,0.06,0.0,0.03,0.2,66.0,17.0,6.1,12.0,523,3,36.05
Pro Yaky? Spirits 2013,6,2013.0,1,15,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Dying Light,15,2015.0,9,20,0.12,0.06,0.0,0.02,0.2,75.0,40.0,7.9,1295.0,172,2,41.45
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Grandia II,22,2000.0,4,6,0.0,0.0,0.2,0.0,0.2,90.0,17.0,8.8,57.0,10,3,49.4
Namco Museum Vol.4,13,1996.0,6,4,0.02,0.01,0.16,0.01,0.2,0.0,0.0,0.0,0.0,0,0,0.0
Ridge Racer 6,5,2005.0,3,26,0.1,0.02,0.07,0.01,0.2,74.0,65.0,7.1,28.0,33,1,40.55
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Pro Yaky? Spirits 2013,17,2013.0,1,15,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0,0,0.0
My Secret World by Imagine,4,2008.0,6,6,0.0,0.2,0.0,0.0,0.2,0.0,0.0,8.8,5.0,13,1,4.4
