Nome,Plataforma,Ano de lancamento,Genero,Publicadora,Vendas NA,Vendas EU,Vendas JP,Outras vendas,Vendas globais,Pontuacao da critica,Contagem de criticas,Pontuacao dos usuarios,Contagem de usuarios,Desenvolvedora,Classificacao,Media de pontuacao
SingStar Abba,6,2008,6,4,0.27,0.5,0.0,0.16,0.93,70.0,26.0,5.5,4.0,224,3,37.75
Crash City Mayhem,9,2004,3,29,0.67,0.25,0.0,0.02,0.93,0.0,0.0,0.0,0.0,0,0,0.0
Spider-Man,16,1981,9,46,0.87,0.05,0.0,0.01,0.93,0.0,0.0,0.0,0.0,0,0,0.0
Kirby: Planet Robobot,11,2016,9,1,0.28,0.14,0.47,0.04,0.93,81.0,71.0,8.7,87.0,35,1,44.85
Toy Story 2: Buzz Lightyear to the Rescue!,12,1999,2,5,0.71,0.2,0.0,0.01,0.93,0.0,0.0,0.0,0.0,0,0,0.0
Castlevania II: Simon's Quest,2,1987,2,15,0.45,0.06,0.42,0.0,0.93,0.0,0.0,0.0,0.0,0,0,0.0
Mega Man 4,2,1991,2,13,0.51,0.09,0.32,0.01,0.93,0.0,0.0,0.0,0.0,0,0,0.0
Guitar Hero: Metallica,1,2009,6,5,0.4,0.43,0.0,0.1,0.93,85.0,20.0,8.6,17.0,61,3,46.8
Teenage Mutant Ninja Turtles,9,2003,9,54,0.67,0.25,0.0,0.02,0.93,71.0,16.0,8.8,8.0,70,1,39.9
Bayonetta,5,2009,9,9,0.51,0.25,0.09,0.08,0.93,90.0,86.0,8.0,597.0,290,2,49.0
MLB 07: The Show,7,2007,1,4,0.77,0.03,0.0,0.13,0.93,83.0,25.0,8.6,19.0,314,1,45.8
Cars,20,2006,3,29,0.72,0.19,0.0,0.03,0.93,71.0,21.0,7.0,5.0,168,1,39.0
Build-A-Bear Workshop,4,2007,8,103,0.85,0.01,0.0,0.07,0.93,61.0,11.0,4.8,5.0,423,1,32.9
Kingdom Hearts Re:coded,4,2010,4,16,0.53,0.09,0.27,0.05,0.93,66.0,58.0,7.0,76.0,424,4,36.5
Operation Flashpoint: Dragon Rising,5,2009,7,35,0.36,0.45,0.02,0.1,0.93,77.0,47.0,7.8,112.0,295,2,42.4
Inazuma Eleven 3,4,2010,4,38,0.0,0.0,0.93,0.0,0.93,0.0,0.0,0.0,0.0,0,0,0.0
Lego Batman 3: Beyond Gotham,10,2014,9,20,0.37,0.4,0.0,0.15,0.93,73.0,43.0,7.1,75.0,183,4,40.05
Wipeout: In The Zone,5,2011,6,5,0.87,0.0,0.0,0.06,0.93,39.0,5.0,5.6,8.0,243,4,22.3
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Brothers in Arms: Hell's Highway,6,2008,7,6,0.44,0.34,0.0,0.15,0.93,76.0,48.0,8.0,70.0,101,2,42.0
The LEGO Movie Videogame,6,2014,9,20,0.33,0.43,0.02,0.15,0.93,80.0,5.0,6.8,12.0,183,4,43.4
Assassin's Creed III,15,2012,9,6,0.28,0.53,0.0,0.12,0.93,80.0,21.0,6.2,1489.0,13,2,43.1
Borderlands 2,15,2012,7,3,0.42,0.41,0.0,0.1,0.93,89.0,38.0,8.2,2482.0,101,2,48.6
Teenage Mutant Ninja Turtles,7,2003,9,15,0.45,0.35,0.0,0.12,0.92,59.0,29.0,8.7,31.0,426,1,33.85
Disney Magical World,11,2013,11,1,0.17,0.2,0.53,0.03,0.92,71.0,27.0,7.5,21.0,200,1,39.25
Top Gun: Combat Zones,7,2001,8,104,0.45,0.35,0.0,0.12,0.92,63.0,17.0,3.3,9.0,427,1,33.15
NCAA Football 11,5,2010,1,8,0.86,0.0,0.0,0.06,0.92,86.0,29.0,7.1,70.0,58,1,46.55
007: The World is not Enough,13,2000,9,8,0.51,0.35,0.0,0.06,0.92,61.0,11.0,6.7,44.0,428,3,33.85
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Phoenix Wright: Ace Attorney,4,2005,11,13,0.44,0.05,0.39,0.05,0.92,81.0,53.0,9.2,203.0,49,3,45.1
MLB 15: The Show,10,2015,1,4,0.68,0.08,0.0,0.17,0.92,80.0,44.0,7.8,190.0,422,1,43.9
South Park: The Stick of Truth,6,2014,4,6,0.43,0.34,0.0,0.16,0.92,85.0,31.0,8.5,575.0,79,2,46.75
South Park: The Stick of Truth,5,2014,4,6,0.58,0.26,0.0,0.09,0.92,82.0,33.0,8.4,363.0,79,2,45.2
NHL 98,13,1997,1,8,0.51,0.35,0.0,0.06,0.92,0.0,0.0,0.0,0.0,0,0,0.0
Space Jam,13,1996,1,31,0.51,0.35,0.0,0.06,0.92,0.0,0.0,0.0,0.0,0,0,0.0
Balloon Fight,2,1985,2,1,0.39,0.09,0.43,0.01,0.92,0.0,0.0,0.0,0.0,0,0,0.0
Knockout Kings 2000,12,1999,10,8,0.63,0.27,0.0,0.02,0.92,0.0,0.0,0.0,0.0,0,0,0.0
MLB 12: The Show,6,2012,1,4,0.86,0.0,0.0,0.06,0.92,87.0,23.0,7.5,75.0,422,1,47.25
SpongeBob SquarePants: The Yellow Avenger,17,2006,9,29,0.55,0.21,0.0,0.16,0.92,48.0,9.0,6.4,13.0,430,1,27.2
Dante's Inferno,5,2010,9,8,0.63,0.2,0.02,0.07,0.92,73.0,71.0,7.7,224.0,190,2,40.35
Wii Play: Motion,1,2011,6,1,0.23,0.42,0.18,0.09,0.92,60.0,34.0,6.1,16.0,1,4,33.05
WWE SmackDown vs. Raw 2009,5,2008,10,29,0.58,0.26,0.0,0.08,0.92,79.0,47.0,7.1,34.0,157,3,43.05
Sonic Riders,20,2006,3,9,0.71,0.18,0.0,0.03,0.92,59.0,32.0,8.0,46.0,126,1,33.5
Starsky & Hutch,7,2003,3,88,0.45,0.35,0.0,0.12,0.92,0.0,0.0,0.0,0.0,0,0,0.0
Tobal No.1,13,1996,10,4,0.12,0.08,0.66,0.06,0.92,0.0,0.0,0.0,0.0,0,0,0.0
Blue Dragon,5,2006,4,2,0.3,0.32,0.21,0.08,0.92,79.0,56.0,7.8,161.0,431,3,43.4
Buzz! Quiz World,6,2009,6,4,0.16,0.57,0.0,0.19,0.91,0.0,0.0,0.0,0.0,0,0,0.0
Harvest Moon 3D: A New Beginning,11,2012,9,105,0.41,0.17,0.3,0.05,0.91,74.0,21.0,8.2,62.0,432,1,41.1
Kung Fu Panda,1,2008,9,5,0.5,0.32,0.0,0.09,0.91,70.0,20.0,6.7,7.0,433,4,38.35
Street Hoops,7,2002,1,5,0.45,0.35,0.0,0.12,0.91,0.0,0.0,0.0,0.0,0,0,0.0
EA Sports Grand Slam Tennis,1,2009,1,8,0.28,0.51,0.02,0.11,0.91,0.0,0.0,0.0,0.0,0,0,0.0
EA Sports Active 2,6,2010,1,8,0.52,0.27,0.0,0.12,0.91,78.0,20.0,5.4,14.0,36,1,41.7
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Knockout Kings 2002,7,2002,1,8,0.45,0.35,0.0,0.12,0.91,76.0,23.0,8.1,12.0,23,3,42.05
Injustice: Gods Among Us,10,2013,10,20,0.46,0.3,0.0,0.16,0.91,0.0,0.0,0.0,0.0,0,0,0.0
Tom Clancy's EndWar,5,2008,12,6,0.58,0.24,0.01,0.09,0.91,77.0,63.0,7.2,53.0,150,3,42.1
LEGO Harry Potter: Years 5-7,6,0,9,20,0.36,0.41,0.0,0.15,0.91,76.0,27.0,8.3,48.0,51,4,42.15
Tokyo Xtreme Racer 3,7,2003,3,106,0.35,0.27,0.21,0.09,0.91,63.0,15.0,8.9,23.0,273,1,35.95
Xenoblade Chronicles,1,2010,4,1,0.43,0.25,0.16,0.07,0.91,92.0,59.0,8.9,950.0,231,3,50.45
Assassin's Creed,15,2008,11,6,0.01,0.83,0.0,0.07,0.91,0.0,0.0,0.0,0.0,0,0,0.0
Glover,12,1998,2,28,0.72,0.17,0.0,0.01,0.91,0.0,0.0,0.0,0.0,0,0,0.0
Colin McRae Rally 2.0,13,2000,3,35,0.02,0.8,0.02,0.07,0.91,90.0,13.0,8.7,31.0,295,1,49.35
Dynasty Warriors 7,6,2011,9,49,0.25,0.13,0.46,0.06,0.91,57.0,25.0,7.4,57.0,189,3,32.2
NBA 2K14,18,2013,1,3,0.7,0.11,0.0,0.09,0.91,86.0,15.0,5.7,183.0,84,1,45.85
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
SSX,6,2012,1,8,0.35,0.41,0.02,0.14,0.91,81.0,38.0,6.8,110.0,36,1,43.9
Sonic Riders: Zero Gravity,1,2008,3,9,0.48,0.32,0.02,0.09,0.91,56.0,26.0,8.1,57.0,126,1,32.05
AMF Bowling Pinbusters!,1,2007,1,7,0.84,0.0,0.0,0.07,0.91,0.0,0.0,0.0,0.0,0,0,0.0
Super Momotarou Dentetsu III,8,1994,8,69,0.0,0.0,0.91,0.0,0.91,0.0,0.0,0.0,0.0,0,0,0.0
Sonic Mega Collection Plus,14,2004,6,9,0.61,0.26,0.0,0.04,0.91,75.0,20.0,7.9,12.0,126,1,41.45
Operation Flashpoint: Dragon Rising,6,2009,7,35,0.23,0.46,0.05,0.17,0.91,76.0,42.0,6.5,53.0,295,2,41.25
Tiger Woods PGA Tour 2002,7,2002,1,8,0.44,0.35,0.0,0.12,0.9,80.0,23.0,7.6,5.0,19,1,43.8
Lost Odyssey,5,2007,4,2,0.45,0.26,0.11,0.08,0.9,78.0,68.0,8.3,432.0,434,3,43.15
Street Fighter V,10,2016,10,13,0.4,0.28,0.08,0.14,0.9,77.0,80.0,3.4,1221.0,49,3,40.2
Just Cause 3,18,2015,9,16,0.44,0.39,0.0,0.08,0.9,71.0,24.0,7.0,186.0,215,2,39.0
Mini-Yonku Shining Scorpion: Let's & Go!!,8,1996,3,50,0.0,0.0,0.9,0.0,0.9,0.0,0.0,0.0,0.0,0,0,0.0
MLB 2005,7,2004,1,4,0.44,0.35,0.0,0.12,0.9,78.0,36.0,7.6,9.0,399,1,42.8
Marvel: Ultimate Alliance 2,5,2009,4,5,0.68,0.15,0.0,0.08,0.9,73.0,75.0,7.3,82.0,68,3,40.15
Burnout Revenge,7,2005,3,8,0.75,0.03,0.0,0.12,0.9,90.0,52.0,8.8,114.0,140,4,49.4
Crysis 3,5,2013,7,8,0.51,0.31,0.01,0.08,0.9,76.0,45.0,6.7,344.0,298,2,41.35
Far Cry 4,5,2014,7,6,0.45,0.37,0.0,0.08,0.9,0.0,0.0,7.0,109.0,53,2,3.5
The Witcher 2: Assassins of Kings,5,2012,9,26,0.48,0.32,0.02,0.08,0.9,88.0,82.0,8.3,818.0,82,2,48.15
Homefront,6,2011,7,29,0.32,0.39,0.04,0.15,0.9,70.0,60.0,5.7,174.0,280,2,37.85
Destruction Derby,13,1995,3,86,0.5,0.34,0.0,0.06,0.9,0.0,0.0,0.0,0.0,0,0,0.0
LEGO Jurassic World,10,2015,9,20,0.32,0.42,0.02,0.14,0.9,70.0,46.0,7.0,80.0,183,4,38.5
Avatar: The Game,6,2009,9,6,0.32,0.42,0.0,0.16,0.9,0.0,0.0,0.0,0.0,0,0,0.0
The Elder Scrolls Online,15,2014,4,7,0.32,0.51,0.0,0.07,0.9,71.0,64.0,5.7,2421.0,321,2,38.35
3Xtreme,13,1999,9,44,0.5,0.34,0.0,0.06,0.9,0.0,0.0,0.0,0.0,0,0,0.0
Hot Shots Tennis,7,2006,1,4,0.17,0.13,0.55,0.05,0.9,70.0,44.0,8.1,8.0,131,1,39.05
MX vs. ATV Reflex,6,2009,3,29,0.52,0.25,0.0,0.12,0.9,74.0,44.0,7.4,10.0,168,1,40.7
Madden NFL 25,10,2013,1,8,0.63,0.13,0.0,0.15,0.9,74.0,13.0,5.2,118.0,19,1,39.6
Sonic Heroes,14,2003,2,9,0.41,0.43,0.01,0.05,0.9,73.0,28.0,7.6,34.0,126,1,40.3
Madden NFL 99,12,1998,1,8,0.84,0.05,0.0,0.01,0.9,0.0,0.0,0.0,0.0,0,0,0.0
Spider-Man 3,7,2007,2,5,0.74,0.03,0.01,0.12,0.9,50.0,14.0,6.5,28.0,68,3,28.25
James Bond 007: Agent Under Fire,14,2002,7,8,0.65,0.22,0.0,0.03,0.9,71.0,16.0,7.5,15.0,23,3,39.25
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
LEGO Marvel Super Heroes,11,2013,9,20,0.42,0.36,0.04,0.07,0.9,61.0,4.0,5.2,11.0,183,4,33.1
DJ Hero,6,2009,6,5,0.42,0.34,0.0,0.14,0.9,86.0,53.0,7.8,49.0,369,3,46.9
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
X-Men Legends,14,2004,4,5,0.62,0.24,0.0,0.04,0.9,82.0,63.0,8.5,14.0,162,3,45.25
NBA Live 2005,14,2004,1,8,0.81,0.05,0.0,0.04,0.9,85.0,28.0,7.6,14.0,36,1,46.3
Harry Potter: Quidditch World Cup,7,2003,1,8,0.44,0.34,0.0,0.11,0.9,68.0,21.0,6.6,27.0,240,1,37.3
LEGO The Lord of the Rings,1,2012,9,20,0.48,0.34,0.0,0.07,0.9,0.0,0.0,7.2,21.0,183,4,3.6
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Blitz: The League,7,2005,1,54,0.74,0.03,0.0,0.12,0.89,76.0,25.0,8.0,20.0,163,2,42.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Castlevania: Circle of the Moon,9,2001,2,15,0.6,0.22,0.05,0.02,0.89,91.0,22.0,8.5,59.0,436,3,49.75
SOCOM 4: U.S. Navy SEALs,6,2011,7,4,0.66,0.11,0.04,0.08,0.89,67.0,64.0,6.3,121.0,93,2,36.65
Tiger Woods PGA Tour 06,7,2005,1,8,0.74,0.03,0.0,0.12,0.89,83.0,29.0,6.2,16.0,19,1,44.6
FIFA Street,5,2012,1,8,0.17,0.62,0.0,0.1,0.89,77.0,47.0,6.7,58.0,19,1,41.85
Classic NES Series: The Legend of Zelda,9,2004,11,1,0.46,0.17,0.24,0.02,0.89,84.0,16.0,8.6,58.0,1,1,46.3
Fire Emblem: The Sacred Stones,9,2004,12,1,0.42,0.16,0.3,0.02,0.89,85.0,38.0,9.1,132.0,56,1,47.05
Cars 2,1,2011,3,33,0.43,0.37,0.0,0.09,0.89,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Pokemon Card GB2: Here Comes Team GR!,3,2001,12,1,0.0,0.0,0.89,0.0,0.89,0.0,0.0,0.0,0.0,0,0,0.0
MLB 16: The Show,10,2016,9,4,0.72,0.0,0.0,0.17,0.89,0.0,0.0,0.0,0.0,0,0,0.0
Killzone: Liberation,17,2006,7,4,0.44,0.27,0.0,0.18,0.89,77.0,56.0,8.3,80.0,121,3,42.65
Finding Nemo,20,2003,9,29,0.69,0.18,0.0,0.02,0.89,62.0,11.0,5.5,8.0,51,1,33.75
Lego Batman 3: Beyond Gotham,5,2014,9,20,0.48,0.33,0.0,0.08,0.89,0.0,0.0,6.8,14.0,183,4,3.4
Ace Combat 2,13,1997,8,4,0.16,0.11,0.56,0.06,0.89,83.0,10.0,8.2,22.0,33,3,45.6
NFL 2K2,7,2001,1,9,0.44,0.34,0.0,0.11,0.89,85.0,16.0,7.5,6.0,84,1,46.25
Pure,6,2008,3,33,0.42,0.33,0.0,0.14,0.89,83.0,43.0,7.8,30.0,165,1,45.4
We Ski & Snowboard,1,2008,1,11,0.38,0.29,0.15,0.08,0.89,0.0,0.0,0.0,0.0,0,0,0.0
Resistance: Retribution,17,2009,7,4,0.27,0.35,0.05,0.21,0.89,81.0,67.0,8.1,84.0,437,2,44.55
Call of Duty: World at War,4,2008,7,5,0.56,0.25,0.0,0.08,0.89,75.0,12.0,7.8,20.0,375,3,41.4
Tiger Woods PGA Tour 12: The Masters,6,2011,1,8,0.52,0.25,0.0,0.11,0.89,80.0,41.0,7.3,17.0,23,1,43.65
CSI: Hard Evidence,1,2008,11,6,0.36,0.43,0.0,0.1,0.89,0.0,0.0,0.0,0.0,0,0,0.0
MLB 2001,13,2000,1,4,0.49,0.34,0.0,0.06,0.89,0.0,0.0,0.0,0.0,0,0,0.0
The Jak and Daxter Collection,6,2012,2,4,0.6,0.18,0.0,0.11,0.89,0.0,0.0,0.0,0.0,0,0,0.0
FIFA Soccer 09 All-Play,1,2008,1,8,0.28,0.51,0.0,0.09,0.89,80.0,18.0,8.4,22.0,36,1,44.2
SingStar Anthems,7,2006,6,4,0.0,0.68,0.0,0.2,0.89,0.0,0.0,0.0,0.0,0,0,0.0
LEGO Indiana Jones 2: The Adventure Continues,6,2009,9,5,0.47,0.29,0.0,0.13,0.89,70.0,25.0,7.1,16.0,51,4,38.55
Seiken Densetsu 3,8,1995,4,10,0.0,0.0,0.89,0.0,0.89,0.0,0.0,0.0,0.0,0,0,0.0
Fossil Fighters,4,2008,4,1,0.83,0.0,0.0,0.06,0.89,70.0,17.0,7.9,15.0,438,1,38.95
Buzz! Quiz TV,6,2008,6,4,0.28,0.47,0.0,0.13,0.89,0.0,0.0,0.0,0.0,0,0,0.0
NCAA Football 13,6,2012,9,8,0.82,0.0,0.0,0.07,0.89,79.0,9.0,4.1,34.0,58,1,41.55
Samba De Amigo,1,2008,6,9,0.41,0.37,0.01,0.09,0.88,68.0,43.0,8.1,40.0,101,1,38.05
Mega Man 8 Anniversary Collector's Edition,13,1996,2,13,0.44,0.3,0.09,0.06,0.88,0.0,0.0,0.0,0.0,0,0,0.0
The Simpsons Game,6,2007,9,8,0.38,0.36,0.0,0.15,0.88,71.0,30.0,7.5,49.0,98,3,39.25
Call of Duty: Modern Warfare 2,15,2009,7,5,0.01,0.79,0.0,0.09,0.88,86.0,40.0,4.2,6430.0,8,2,45.1
The Tomb Raider Trilogy,6,2011,9,16,0.27,0.46,0.0,0.15,0.88,78.0,37.0,8.1,60.0,299,3,43.05
F1 2010,5,2010,3,35,0.18,0.59,0.01,0.1,0.88,84.0,43.0,7.5,65.0,307,1,45.75
Call of Juarez: Bound in Blood,6,2009,7,6,0.35,0.37,0.01,0.15,0.88,78.0,47.0,7.8,91.0,172,2,42.9
Minecraft: Story Mode,5,2015,11,107,0.48,0.33,0.0,0.08,0.88,0.0,0.0,0.0,0.0,0,0,0.0
Rhythm Heaven,1,0,6,54,0.11,0.0,0.77,0.01,0.88,0.0,0.0,0.0,0.0,0,0,0.0
NBA 2K6,7,2005,9,3,0.43,0.34,0.0,0.11,0.88,84.0,23.0,8.3,13.0,84,1,46.15
Dissidia 012: Duodecim Final Fantasy,17,2011,10,16,0.21,0.12,0.46,0.08,0.88,78.0,52.0,8.3,144.0,47,3,43.15
Buzz! The Mega Quiz,7,2007,6,4,0.32,0.06,0.0,0.5,0.88,0.0,0.0,0.0,0.0,0,0,0.0
Star Wars: Rebel Assault II - The Hidden Empire,13,1996,7,108,0.49,0.33,0.0,0.06,0.88,0.0,0.0,0.0,0.0,0,0,0.0
Monster 4X4: World Circuit,1,2006,3,6,0.8,0.0,0.01,0.07,0.88,51.0,11.0,7.8,17.0,13,1,29.4
Far Cry: Primal,18,2016,9,6,0.47,0.33,0.0,0.08,0.88,77.0,27.0,6.4,194.0,53,2,41.7
Resident Evil: Revelations,11,2012,9,13,0.3,0.22,0.3,0.05,0.88,82.0,78.0,8.5,397.0,49,2,45.25
Sonic Chronicles: The Dark Brotherhood,4,2008,4,9,0.5,0.29,0.01,0.08,0.88,74.0,55.0,7.3,81.0,117,1,40.65
Star Wars: The Force Unleashed,4,2008,9,19,0.5,0.28,0.0,0.09,0.88,61.0,8.0,5.5,18.0,375,3,33.25
Grand Theft Auto IV,15,2008,9,3,0.01,0.79,0.0,0.07,0.88,90.0,40.0,6.6,2299.0,107,2,48.3
Rock Band 3,5,2010,6,32,0.73,0.09,0.0,0.06,0.88,93.0,57.0,8.2,137.0,59,3,50.6
WWE SmackDown vs. Raw 2011,5,2010,10,29,0.44,0.35,0.0,0.08,0.88,75.0,49.0,7.6,45.0,157,3,41.3
ESPN NHL 2K5,7,2004,1,64,0.43,0.33,0.0,0.11,0.88,86.0,25.0,8.1,18.0,277,1,47.05
Borderlands: The Handsome Collection,10,2015,7,3,0.38,0.33,0.03,0.14,0.88,82.0,49.0,7.8,345.0,101,2,44.9
Crimson Skies: High Road to Revenge,14,2003,8,2,0.65,0.19,0.0,0.03,0.87,88.0,49.0,8.8,45.0,439,3,48.4
Madden NFL 08,1,2007,1,8,0.8,0.0,0.0,0.07,0.87,76.0,29.0,6.8,27.0,58,1,41.4
Spec Ops: Ranger Elite,13,2001,7,109,0.49,0.33,0.0,0.06,0.87,48.0,4.0,6.6,16.0,440,3,27.3
Gex,13,1995,2,110,0.49,0.33,0.0,0.06,0.87,0.0,0.0,0.0,0.0,0,0,0.0
F1 2009,1,2009,3,35,0.15,0.62,0.0,0.11,0.87,69.0,29.0,7.2,30.0,130,1,38.1
Derby Stallion II,8,1994,1,50,0.0,0.0,0.87,0.0,0.87,0.0,0.0,0.0,0.0,0,0,0.0
Tom Clancy's Ghost Recon: Island Thunder,14,2003,7,6,0.61,0.24,0.0,0.03,0.87,81.0,33.0,8.8,17.0,228,2,44.9
Sleeping Dogs,5,2012,9,111,0.38,0.4,0.01,0.08,0.87,80.0,47.0,7.9,468.0,354,2,43.95
Kingdoms of Amalur: Reckoning,5,2012,4,8,0.55,0.24,0.01,0.07,0.87,80.0,71.0,7.7,446.0,441,2,43.85
Metal Gear Ac!d,17,2004,12,15,0.32,0.26,0.12,0.17,0.87,0.0,0.0,0.0,0.0,0,0,0.0
Need for Speed: V-Rally,13,1997,3,53,0.43,0.29,0.09,0.06,0.87,0.0,0.0,0.0,0.0,0,0,0.0
Monster Strike 3DS,11,2015,9,112,0.0,0.0,0.87,0.0,0.87,0.0,0.0,0.0,0.0,0,0,0.0
Kingdom Hearts Re: Chain of Memories,7,2008,4,16,0.73,0.03,0.0,0.12,0.87,68.0,20.0,7.2,105.0,216,4,37.6
Phantasy Star Portable 2,17,2009,4,9,0.08,0.11,0.62,0.06,0.87,69.0,27.0,8.1,35.0,419,3,38.55
Peppa Pig: The Game,4,2008,6,113,0.0,0.81,0.0,0.06,0.87,0.0,0.0,0.0,0.0,0,0,0.0
Michael Jackson: The Experience,5,2011,6,6,0.62,0.18,0.0,0.07,0.87,63.0,31.0,6.8,29.0,53,4,34.9
NFL GameDay '97,13,1996,1,4,0.48,0.33,0.0,0.06,0.87,0.0,0.0,0.0,0.0,0,0,0.0
LittleBigPlanet Karting,6,2012,9,4,0.42,0.3,0.01,0.15,0.87,73.0,69.0,6.9,159.0,442,1,39.95
Tony Hawk's Project 8,7,2006,1,5,0.72,0.03,0.0,0.12,0.87,69.0,17.0,7.3,19.0,250,3,38.15
NHL 2000,13,1998,1,8,0.48,0.33,0.0,0.06,0.87,0.0,0.0,0.0,0.0,0,0,0.0
GRID,5,2008,3,35,0.33,0.44,0.01,0.09,0.87,87.0,62.0,7.9,131.0,295,1,47.45
DiRT,5,2007,3,35,0.38,0.4,0.0,0.09,0.87,83.0,59.0,7.4,94.0,295,1,45.2
Buzz! Master Quiz,17,2008,6,4,0.2,0.44,0.0,0.23,0.87,0.0,0.0,0.0,0.0,0,0,0.0
Red Faction: Guerrilla,5,2009,7,29,0.48,0.29,0.01,0.09,0.87,85.0,84.0,8.1,237.0,120,2,46.55
Fight Night Round 2,7,2005,10,8,0.72,0.03,0.0,0.12,0.87,88.0,37.0,9.0,37.0,19,3,48.5
Conflict: Desert Storm,14,2002,7,114,0.48,0.37,0.0,0.02,0.87,65.0,14.0,8.1,17.0,443,3,36.55
LEGO Jurassic World,5,2015,9,20,0.47,0.32,0.0,0.08,0.87,0.0,0.0,7.1,14.0,183,4,3.55
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Cooking Mama: World Kitchen,1,2008,8,12,0.51,0.27,0.01,0.08,0.87,62.0,17.0,4.9,12.0,444,1,33.45
Brothers in Arms: Hell's Highway,5,2008,7,6,0.47,0.3,0.0,0.09,0.87,76.0,65.0,8.3,149.0,101,2,42.15
Vagrant Story,13,2000,4,68,0.3,0.2,0.3,0.06,0.87,92.0,19.0,8.3,129.0,15,3,50.15
Warriors Orochi,7,2007,9,49,0.11,0.09,0.64,0.03,0.87,55.0,14.0,8.2,16.0,189,3,31.6
Enduro,16,1982,6,115,0.81,0.05,0.0,0.01,0.87,0.0,0.0,0.0,0.0,0,0,0.0
Crysis 3,6,2013,7,8,0.26,0.42,0.03,0.16,0.87,77.0,23.0,6.3,288.0,298,2,41.65
Mercenaries 2: World in Flames,6,2008,7,8,0.29,0.39,0.02,0.16,0.87,72.0,43.0,7.1,73.0,94,3,39.55
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Ghostbusters: The Video Game,1,2009,9,11,0.59,0.2,0.0,0.07,0.86,76.0,29.0,8.5,28.0,446,4,42.25
Dragon Quest VIII: Journey of the Cursed King,11,2015,4,16,0.0,0.0,0.86,0.0,0.86,0.0,0.0,0.0,0.0,447,3,0.0
Beijing 2008,6,2008,1,9,0.14,0.54,0.01,0.18,0.86,0.0,0.0,0.0,0.0,0,0,0.0
Guitar Hero Live,10,2015,6,5,0.34,0.38,0.0,0.14,0.86,80.0,69.0,6.2,160.0,369,3,43.1
Endless Ocean: Blue World,1,2009,8,1,0.46,0.21,0.12,0.06,0.86,76.0,42.0,8.5,26.0,372,4,42.25
Winning Eleven: Pro Evolution Soccer 2007,17,2006,1,15,0.01,0.72,0.12,0.01,0.86,81.0,10.0,8.3,14.0,86,1,44.65
Rocky,7,2002,10,116,0.42,0.33,0.0,0.11,0.86,74.0,14.0,8.4,11.0,448,3,41.2
Ford Racing,13,2001,3,88,0.48,0.33,0.0,0.06,0.86,53.0,4.0,5.8,4.0,449,1,29.4
Madden Football 64,12,1997,1,8,0.81,0.04,0.0,0.01,0.86,0.0,0.0,0.0,0.0,0,0,0.0
Guitar Hero: Warriors of Rock,5,2010,6,5,0.47,0.31,0.0,0.08,0.86,72.0,65.0,6.5,51.0,61,3,39.25
MLB 99,13,1998,1,4,0.48,0.32,0.0,0.06,0.86,0.0,0.0,0.0,0.0,0,0,0.0
Lemmings,17,2006,5,4,0.12,0.51,0.0,0.23,0.86,76.0,46.0,7.9,14.0,450,1,41.95
Dynasty Warriors 4: Xtreme Legends,7,2003,9,49,0.17,0.13,0.51,0.04,0.86,72.0,15.0,9.1,39.0,189,3,40.55
0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0
Army Men: Air Attack,13,1999,9,77,0.47,0.32,0.0,0.06,0.85,0.0,0.0,0.0,0.0,0,0,0.0
FIFA Soccer 08,4,2007,1,8,0.1,0.65,0.0,0.11,0.85,0.0,0.0,0.0,0.0,0,0,0.0
2010 FIFA World Cup South Africa,5,2010,1,8,0.32,0.42,0.02,0.09,0.85,83.0,61.0,8.1,58.0,23,1,45.55
Tomb Raider: Anniversary,1,2007,9,22,0.12,0.62,0.0,0.11,0.85,73.0,22.0,7.3,25.0,299,3,40.15
